row_id,item_text,provider,exact_rule_truth,ml_prediction_with_rule_bypassed,top1,margin,correct_where_exact_truth_exists
12017,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.995584,0.993301,True
12018,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.99823,0.997299,True
12019,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.952551,0.910316,True
12020,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.957201,0.919442,True
12021,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955685,0.916425,True
12022,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.95663,0.918691,True
12023,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.93419,0.874245,True
12024,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.957318,0.919901,True
12025,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954337,0.914019,True
12026,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.958751,0.922636,True
12027,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954954,0.915285,True
12028,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.94747,0.900787,True
12029,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.956006,0.917078,True
12030,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.949195,0.904449,True
12031,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955358,0.916215,True
12032,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954346,0.913915,True
12033,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954696,0.914559,True
12034,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955524,0.916257,True
12035,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.97278,0.949365,True
12036,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.950188,0.906177,True
12037,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.956028,0.91712,True
12038,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.953527,0.912512,True
12039,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.952543,0.910389,True
12040,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955675,0.916659,True
12041,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955379,0.915984,True
12042,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.93419,0.874245,True
12043,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.951886,0.909252,True
12044,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.959524,0.923997,True
12045,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955415,0.916079,True
12046,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997827,0.996684,True
12047,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998169,0.997208,True
12048,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.99812,0.997137,True
12049,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.957216,0.91944,True
12050,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954565,0.914383,True
12051,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.924746,0.85541,True
12052,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.950652,0.906875,True
12053,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.959863,0.924884,True
12054,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.924746,0.85541,True
12055,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.952522,0.910302,True
12056,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.956455,0.918183,True
12057,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.93419,0.874245,True
12058,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.951894,0.909298,True
12059,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.950975,0.90737,True
12060,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.951025,0.907707,True
12061,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.973492,0.950937,True
12062,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.93419,0.874245,True
12063,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955961,0.917121,True
12064,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.99803,0.996975,True
12065,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997909,0.996806,True
12066,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998049,0.997019,True
12067,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998137,0.997153,True
12068,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.973492,0.950937,True
12069,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.971862,0.947776,True
12070,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.95252,0.910464,True
12071,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955492,0.9164,True
12072,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.97716,0.958435,True
12073,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.974863,0.953273,True
12074,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.954377,0.91406,True
12075,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.947371,0.900948,True
12076,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997794,0.996606,True
12077,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.99796,0.996864,True
12078,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997951,0.996871,True
12079,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998059,0.997037,True
12080,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.982244,0.967149,True
12081,OTROS INGRESOS,ANTILLANCA SPA,,ING-0.3,0.629206,0.32132,
12082,VENTA CAMIONETA,ANTILLANCA SPA,,ING-0.4,0.418425,0.128258,
12083,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.969584,0.943526,True
12084,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998031,0.996984,True
12085,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997999,0.996938,True
12086,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998009,0.996957,True
12087,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998125,0.997137,True
12088,VENTA DE VACAS,ANTILLANCA SPA,ING-0.2,ING-0.2,0.970606,0.945445,True
12089,VENTA CAMIONETA,ANTILLANCA SPA,,ING-0.4,0.419379,0.119688,
12090,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.955989,0.917162,True
12091,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997956,0.996869,True
12092,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.996989,0.99539,True
12093,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998053,0.99704,True
12094,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998199,0.997263,True
12095,maquinaria,ANTILLANCA SPA,,ING-0.4,0.457005,0.092324,
12096,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998009,0.996955,True
12097,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.997977,0.99691,True
12098,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998128,0.997148,True
12099,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998057,0.997039,True
12100,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998007,0.996955,True
12101,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998153,0.997188,True
12102,VENTA DE LECHE,ANTILLANCA SPA,ING-0.1,ING-0.1,0.998209,0.997277,True
12103,VENTAS TERNEROS,ANTILLANCA SPA,ING-0.4,ING-0.4,0.959563,0.924176,True
