gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00244,EXP-13.1,ADM-1.5,ADM-1.5,silver_audit,model,review_required,low_confidence,False,False,0.2547679543495178,0.15116766095161438,COMPRAS,SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO),,COMERCIAL SERVIFEED SPA,False,ADM-1.5;EXP-9.2;EXP-14.1,[COMPRAS] | SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO) | COMERCIAL SERVIFEED SPA,,review_required,low_confidence
SA-00631,EXP-13.1,EXP-13.3,EXP-13.3,file_audit,model,review_required,ambiguous_vehicle_vs_machinery_inspection,False,False,0.8758853077888489,0.855454932898283,COMPRAS,- Revision Tecnica Maquinaria automotriz VPSJ99,,REVISIONES LOS LAGOS LTDA.,False,EXP-13.3;EXP-14.1;EXP-15.3,[COMPRAS] | - Revision Tecnica Maquinaria automotriz VPSJ99 | REVISIONES LOS LAGOS LTDA.,ambiguous_vehicle_vs_machinery_inspection,review_required,ambiguous_vehicle_vs_machinery_inspection
SA-00603,EXP-13.3,EXP-13.1,EXP-13.1,file_audit,model,review_required,low_confidence,False,False,0.3901207149028778,0.2273898720741272,COMPRAS,NEUM.265/70 R17 FALKEN -____,____,FEROSOR AGRICOLA S.A.,False,EXP-13.1;EXP-14.3;ADM-1.6,[COMPRAS] | NEUM.265/70 R17 FALKEN -____ | ____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00238,EXP-14.4,EXP-13.3,EXP-13.3,silver_audit,model,review_required,low_confidence,False,False,0.2972928285598755,0.21088741719722748,COMPRAS,HULE AFRANELADO DELGADO 1.40 ANCHO,HULE AFRANELADO DELGADO 1.40 ANCHO,COMERCIAL HARCHA SPA,False,EXP-13.3;ADM-1.6;EXP-15.3,[COMPRAS] | HULE AFRANELADO DELGADO 1.40 ANCHO | HULE AFRANELADO DELGADO 1.40 ANCHO | COMERCIAL HARCHA SPA,,review_required,low_confidence
SA-00593,EXP-14.4,EXP-9.2,EXP-9.2,file_audit,model,review_required,low_confidence,False,False,0.24078626930713654,0.014901623129844666,COMPRAS,Trabajos elctricos fundo,Maitn,ALBERTO JESUS LARA GUZMAN,False,EXP-9.2;EXP-14.4;EXP-13.1,[COMPRAS] | Trabajos elctricos fundo | Maitn | ALBERTO JESUS LARA GUZMAN,,review_required,low_confidence
SA-00037,EXP-15.5,EXP-15.2,EXP-15.2,silver_audit,model,review_required,weak_class,False,False,0.14379020035266876,0.01798263192176819,COMPRAS,OCTUBRE,SERVICIO DE CARRO PURINERO CORRESPONDIENTE A ( 36 CARROS X 11.000 LT),AGRÍCOLA RIBERAS DEL SAUCE SPA,False,EXP-15.2;EXP-15.5;EXP-9.2,[COMPRAS] | OCTUBRE | SERVICIO DE CARRO PURINERO CORRESPONDIENTE A ( 36 CARROS X 11.000 LT) | AGRÍCOLA RIBERAS DEL SAUCE SPA,,review_required,weak_class
SA-00089,EXP-15.5,EXP-14.3,EXP-14.3,silver_audit,model,review_required,low_confidence,False,False,0.20050399005413055,0.05665715038776398,COMPRAS,TRASLADO DE ABONO,2 VUELTAS - TINEO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-14.3;ADM-1.6;EXP-14.2,[COMPRAS] | TRASLADO DE ABONO | 2 VUELTAS - TINEO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
SA-00848,EXP-15.5,EXP-15.2,EXP-15.2,silver_audit,model,review_required,weak_class,False,False,0.16904471814632416,0.07361579686403275,COMPRAS,DICIEMBRE LAS RAICES,SERVICIO DE CARO PURINERO CORRESPONDIENTE A (19 CARROS X 10.000 LT Y 11 CARROS X 10.400),AGRÍCOLA RIBERAS DEL SAUCE SPA,False,EXP-15.2;EXP-14.3;EXP-8.3,[COMPRAS] | DICIEMBRE LAS RAICES | SERVICIO DE CARO PURINERO CORRESPONDIENTE A (19 CARROS X 10.000 LT Y 11 CARROS X 10.400) | AGRÍCOLA RIBERAS DEL SAUCE SPA,,review_required,weak_class
SA-00565,EXP-16.2,EXP-10.2,EXP-10.2,file_audit,model,review_required,weak_class,False,False,0.6126580834388733,0.5130946710705757,COMPRAS,Disposicin Residuos Biopeligrosos,Frascos vacos medicamentos Report 8132 04-02-2026 kilos extras (55),GESTIN AMBIENTAL ECOGEST SPA,False,EXP-10.2;EXP-5.3;EXP-5.1,[COMPRAS] | Disposicin Residuos Biopeligrosos | Frascos vacos medicamentos Report 8132 04-02-2026 kilos extras (55) | GESTIN AMBIENTAL ECOGEST SPA,,review_required,weak_class
RG-01055,EXP-2.4,EXP-4.3,EXP-4.3,file_audit,model,review_required,weak_class,False,False,0.4460062086582184,0.11702358722686768,COMPRAS,VITAMIN+ TERNERO X 10 BOLOS,VITAMIN+ TERNERO X 10 BOLOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-4.3;EXP-4.2;EXP-5.4,[COMPRAS] | VITAMIN+ TERNERO X 10 BOLOS | VITAMIN+ TERNERO X 10 BOLOS | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,weak_class
SA-00962,EXP-4.1,EXP-4.2,EXP-4.2,silver_audit,model,review_required,low_confidence,False,False,0.47082626819610596,0.2567366659641266,COMPRAS,TRASLADO BOLOS SILOS,CON CARRO Y RETORNO DESDE MAITEN A YUTRECO ( 1 VIAJE ),LUIS ANTONIO TORRES JARAMILLO,False,EXP-4.2;EXP-4.3;EXP-15.3,[COMPRAS] | TRASLADO BOLOS SILOS | CON CARRO Y RETORNO DESDE MAITEN A YUTRECO ( 1 VIAJE ) | LUIS ANTONIO TORRES JARAMILLO,,review_required,low_confidence
SA-00705,EXP-4.3,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,False,False,0.474179208278656,0.10945680737495422,COMPRAS,BOLOS PAJA PLASTIFICADO,88 bolos de paja confeccin malla y cinta,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | BOLOS PAJA PLASTIFICADO | 88 bolos de paja confeccin malla y cinta | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00836,EXP-4.3,EXP-5.1,EXP-5.1,silver_audit,model,review_required,weak_class,False,False,0.14490854740142822,0.04599587619304657,COMPRAS,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA,False,EXP-5.1;EXP-16.2;EXP-14.3,[COMPRAS] | KILOS PAJA DE TRIGO | CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403 | AGRICOLA LAS LOMAS LIMITADA,,review_required,weak_class
SA-00403,EXP-6.2,EXP-2.4,EXP-2.4,file_audit,model,review_required,weak_class,False,False,0.3235417306423187,0.14644332230091095,COMPRAS,SMARTBLUE X 25 KG,SMARTBLUE X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-2.4;EXP-6.2;EXP-5.2,[COMPRAS] | SMARTBLUE X 25 KG | SMARTBLUE X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,weak_class
SA-00898,EXP-6.2,EXP-15.5,EXP-15.5,silver_audit,model,review_required,fertilizer_type_requires_review,False,False,0.37712207436561584,0.08756205439567566,COMPRAS,APLICACION FERTILIZANTE,YUTRECO UREA 192 HA mas 43 HA aplicación Urea,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-15.5;EXP-6.2;EXP-6.5,[COMPRAS] | APLICACION FERTILIZANTE | YUTRECO UREA 192 HA mas 43 HA aplicación Urea | SERVICIOS AGRICOLAS CORPAL SPA,fertilizer_type_requires_review,review_required,fertilizer_type_requires_review
SA-00520,EXP-6.3,EXP-14.4,EXP-14.4,manual_taxonomy_resolution,model,review_required,low_confidence,False,False,0.1103595420718193,0.03728334605693817,COMPRAS,Aplicacin de cal,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-14.4;EXP-14.3;EXP-9.2,[COMPRAS] | Aplicacin de cal | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
SA-00905,EXP-6.5,EXP-6.1,EXP-6.1,silver_audit,model,review_required,weak_class,False,False,0.5374108552932739,0.3306455910205841,COMPRAS,FERTILIZACION BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-6.1;EXP-6.5;EXP-15.5,[COMPRAS] | FERTILIZACION BRAMADERO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00599,EXP-7.0,EXP-16.2,EXP-16.2,file_audit,model,review_required,low_confidence,False,False,0.4792894423007965,0.3615483045578003,COMPRAS,RANGO FULL X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,False,EXP-16.2;EXP-5.2;EXP-14.3,[COMPRAS] | RANGO FULL X | COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,,review_required,low_confidence
SA-00789,EXP-7.0,EXP-14.2,EXP-14.2,silver_audit,model,review_required,low_confidence,False,False,0.29847681522369385,0.01817244291305542,COMPRAS,"GARLON 4 3,79 L",,COAGRA S.A.,False,EXP-14.2;EXP-13.1;EXP-7.0,"[COMPRAS] | GARLON 4 3,79 L | COAGRA S.A.",,review_required,low_confidence
SA-00863,EXP-7.0,EXP-4.3,EXP-4.3,silver_audit,model,review_required,weak_class,False,False,0.34647607803344727,0.14324170351028442,COMPRAS,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.,False,EXP-4.3;EXP-5.4;EXP-4.2,[COMPRAS] | PIRIMOR | BOLSA 1 KG| | Tattersall AgroInsumos S.A.,,review_required,weak_class
SA-00121,EXP-8.1,EXP-8.2,EXP-8.2,silver_audit,model,review_required,weak_class,False,False,0.412301242351532,0.22608338296413422,COMPRAS,SIEMBRA VEGA 1- MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.2;EXP-8.4;EXP-8.3,[COMPRAS] | SIEMBRA VEGA 1- MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00233,EXP-8.4,EXP-8.2,EXP-8.2,silver_audit,model,review_required,weak_class,False,False,0.40596070885658264,0.21691137552261353,COMPRAS,SIEMBRA - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.2;EXP-8.4;EXP-8.3,[COMPRAS] | SIEMBRA - MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00378,EXP-8.4,EXP-7.0,EXP-7.0,silver_audit,model,review_required,low_confidence,False,False,0.3106558322906494,0.1141548752784729,COMPRAS,RAPS TORDON 21K -,BRAMADERO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-7.0;EXP-13.1;EXP-14.3,[COMPRAS] | RAPS TORDON 21K - | BRAMADERO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
SA-00857,EXP-9.1,EXP-11.1,EXP-11.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,False,False,0.4267916977405548,0.07943856716156006,COMPRAS,Interés por mora Energía,,CIA ELECTRICA OSORNO S A,False,EXP-11.1;EXP-15.1;EXP-9.1,[COMPRAS] | Interés por mora Energía | CIA ELECTRICA OSORNO S A,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00398,EXP-9.2,EXP-13.2,EXP-13.2,silver_audit,model,review_required,irrigation_context_conflicts_with_prediction,False,False,0.7810849547386169,0.713109701871872,COMPRAS,R.N.PIBOTE RIEGO R 24,,VULCANIZACIÓN NONTUELÁ SPA,False,EXP-13.2;ADM-1.5;EXP-14.3,[COMPRAS] | R.N.PIBOTE RIEGO R 24 | VULCANIZACIÓN NONTUELÁ SPA,irrigation_context_conflicts_with_prediction,review_required,irrigation_context_conflicts_with_prediction
