gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00859,EXP-11.4,EXP-11.4,EXP-11.4,silver_audit,model,review_required,low_confidence,True,True,0.7431734204292297,0.5840423405170441,COMPRAS,Gasolina 93 octanos sin plomo,IE Base: 404.5740 - IE Variable: -37.2478,INVERSIONES ENEX S.A.,False,EXP-11.4;ADM-1.4;EXP-11.3,[COMPRAS] | Gasolina 93 octanos sin plomo | IE Base: 404.5740 - IE Variable: -37.2478 | INVERSIONES ENEX S.A.,,review_required,low_confidence
SA-00986,EXP-11.4,EXP-11.4,EXP-11.4,silver_audit,model,review_required,low_confidence,True,True,0.4398958683013916,0.15590795874595642,COMPRAS,V-POWER Gasolina 97 octanos sp,IE Base: 418.5060 - IE Variable: 68.1328,INVERSIONES ENEX S.A.,False,EXP-11.4;ADM-1.4;EXP-11.3,[COMPRAS] | V-POWER Gasolina 97 octanos sp | IE Base: 418.5060 - IE Variable: 68.1328 | INVERSIONES ENEX S.A.,,review_required,low_confidence
SA-00493,EXP-12.1,EXP-12.1,EXP-12.1,file_audit,model,review_required,low_confidence,True,True,0.7115500569343567,0.6730223931372166,COMPRAS,Analisis Suelo y forraje - ROCK RIVER LABORATORY LIMITADA,,ROCK RIVER LABORATORY LIMITADA,False,EXP-12.1;EXP-8.2;EXP-15.2,[COMPRAS] | Analisis Suelo y forraje - ROCK RIVER LABORATORY LIMITADA | ROCK RIVER LABORATORY LIMITADA,,review_required,low_confidence
SA-00009,EXP-12.2,EXP-12.2,EXP-12.2,silver_audit,model,review_required,low_confidence,True,True,0.3764022886753082,0.1345807909965515,COMPRAS,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-12.2;EXP-12.1;EXP-9.2,[COMPRAS] | LEUCOSIS ELISA SUERO POOL 10 MUESTRAS | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,low_confidence
SA-00092,EXP-13.1,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,True,True,0.6853822469711304,0.5700263679027557,COMPRAS,ACEITE DE CADENA LTS,ACEITE DE CADENA LTS,LIDIA ANGELICA SANHUEZA FUENTES,False,EXP-13.1;EXP-7.0;EXP-14.3,[COMPRAS] | ACEITE DE CADENA LTS | ACEITE DE CADENA LTS | LIDIA ANGELICA SANHUEZA FUENTES,,review_required,low_confidence
SA-00915,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,True,True,0.396909236907959,0.283300943672657,COMPRAS,TRASLADO DE MATERIAL,DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM,TRANSPORTES PINILLA SPA,False,EXP-14.1;EXP-6.3;ADM-1.5,[COMPRAS] | TRASLADO DE MATERIAL | DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM | TRANSPORTES PINILLA SPA,,review_required,low_confidence
SA-00930,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,True,True,0.6806970238685608,0.6024946197867393,COMPRAS,HORAS EXCAVADORA,-DESCUENTO PETROLEO DE $231.189 MAS IVA,TRANSPORTES PINILLA SPA,False,EXP-14.1;EXP-13.3;ADM-1.5,[COMPRAS] | HORAS EXCAVADORA | -DESCUENTO PETROLEO DE $231.189 MAS IVA | TRANSPORTES PINILLA SPA,,review_required,low_confidence
SA-00114,EXP-14.4,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,True,True,0.4914640486240387,0.34552204608917236,COMPRAS,CAMION,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,False,EXP-14.4;EXP-10.1;EXP-10.4,[COMPRAS] | CAMION | MANTENCION INDUSTRIAL DEL SUR LIMITADA,,review_required,low_confidence
SA-00117,EXP-14.4,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,True,True,0.6734290719032288,0.5249062329530716,COMPRAS,TRASLADO EQUIPO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,False,EXP-14.4;EXP-10.1;EXP-10.4,[COMPRAS] | TRASLADO EQUIPO | MANTENCION INDUSTRIAL DEL SUR LIMITADA,,review_required,low_confidence
SA-00584,EXP-14.4,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,True,True,0.7423529028892517,0.6502228155732155,COMPRAS,ESM.AGUA SATIN BLANCO 1X5GL,,PINTURAS BARENDS SpA,False,EXP-14.4;EXP-14.1;EXP-13.3,[COMPRAS] | ESM.AGUA SATIN BLANCO 1X5GL | PINTURAS BARENDS SpA,,review_required,low_confidence
MA-02966,EXP-15.2,EXP-15.2,EXP-15.2,manual_raw_starving_audit,model,review_required,weak_class,True,True,0.7528511881828308,0.6861027255654335,COMPRAS,PODOLOGÍA CLINICA BOVINA,Servicio realizado 25 abril 2025 por Roberto Molina,MOLINA MANNS SPA,False,EXP-15.2;ADM-1.5;EXP-1.1,[COMPRAS] | PODOLOGÍA CLINICA BOVINA | Servicio realizado 25 abril 2025 por Roberto Molina | MOLINA MANNS SPA,,review_required,weak_class
SA-00795,EXP-15.3,EXP-15.3,EXP-15.3,silver_audit,model,review_required,low_confidence,True,True,0.741782546043396,0.673847422003746,COMPRAS,Traslado de vacas desde,El Maitén a Feria Paillaco,JUAN ANGEL ANIBAL VERGARA OBANDO,False,EXP-15.3;EXP-15.2;EXP-10.2,[COMPRAS] | Traslado de vacas desde | El Maitén a Feria Paillaco | JUAN ANGEL ANIBAL VERGARA OBANDO,,review_required,low_confidence
SA-00572,EXP-15.4,EXP-15.4,EXP-15.4,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.41584840416908264,0.16017276048660278,COMPRAS,ARRIENDO EXCAVADORA,"3,9 HRS. x $50.000.-",JUAN ALBERTO MIRANDA REYES,False,EXP-15.4;ADM-1.3;EXP-14.1,"[COMPRAS] | ARRIENDO EXCAVADORA | 3,9 HRS. x $50.000.- | JUAN ALBERTO MIRANDA REYES",,review_required,low_confidence
SA-00573,EXP-15.4,EXP-15.4,EXP-15.4,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.47152000665664673,0.19878649711608887,COMPRAS,ARRIENDO MAQUINARIA,EXCAVADORA CHAPILCAHUIN,GEO PARTNER SPA,False,EXP-15.4;ADM-1.3;EXP-14.1,[COMPRAS] | ARRIENDO MAQUINARIA | EXCAVADORA CHAPILCAHUIN | GEO PARTNER SPA,,review_required,low_confidence
SA-00558,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.6886362433433533,0.5862849652767181,COMPRAS,GUANTE CABRITILLA SIN FORRO TIPO A,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,False,EXP-16.1;EXP-2.6;EXP-16.2,[COMPRAS] | GUANTE CABRITILLA SIN FORRO TIPO A | COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
SA-00559,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.5135500431060791,0.3298170566558838,COMPRAS,Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u),,SOCIEDAD COMERCIAL SOFLO SPA,False,EXP-16.1;EXP-2.6;EXP-16.2,[COMPRAS] | Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u) | SOCIEDAD COMERCIAL SOFLO SPA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
MA-10118,EXP-4.1,EXP-4.1,EXP-4.1,manual_raw_starving_audit,model,review_required,low_confidence,True,True,0.7419484257698059,0.6603204011917114,COMPRAS,ADITIVO SILOSOLVE MC -ANASAC_100grs_____,ANASAC_100grs_____,FEROSOR AGRICOLA S.A.,False,EXP-4.1;EXP-5.5;EXP-2.4,[COMPRAS] | ADITIVO SILOSOLVE MC -ANASAC_100grs_____ | ANASAC_100grs_____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
RG-01057,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.48405247926712036,0.07340621948242188,COMPRAS,Bolos demaihue,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | Bolos demaihue | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
RG-01060,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.575756847858429,0.2641945481300354,COMPRAS,CONFECCIÃN BOLOS PRADERA,CONFECCIÃN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | CONFECCIÃN BOLOS PRADERA | CONFECCIÃN bolos 196 totales | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00500,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.48334601521492004,0.22969380021095276,COMPRAS,BOLOS SILO YUTRECO,Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-5.4;EXP-4.3,[COMPRAS] | BOLOS SILO YUTRECO | Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00503,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.5237921476364136,0.13947322964668274,COMPRAS,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | Conf.. bolos tineo | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
SA-00767,EXP-4.2,EXP-4.2,EXP-4.2,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.45539557933807373,0.05448174476623535,COMPRAS,BOLOS FUTRONO,Bolos futrono 149,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | BOLOS FUTRONO | Bolos futrono 149 | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00807,EXP-4.3,EXP-4.3,EXP-4.3,silver_audit,model,review_required,weak_class,True,True,0.4849856197834015,0.1088683009147644,COMPRAS,BOLOS RAICES,"Confeccion arriendo 18ha 63bolosy sala A2 5Ha 19 bolos total 82 bolos en 23 Ha 3.5 bolos x ha 4.5x23: 103.5bolos , 82x 18.500: 1.517.000 mas 103.5x12.000: 1.242.000 total 2.759.000",SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.3;EXP-4.2;EXP-5.4,"[COMPRAS] | BOLOS RAICES | Confeccion arriendo 18ha 63bolosy sala A2 5Ha 19 bolos total 82 bolos en 23 Ha 3.5 bolos x ha 4.5x23: 103.5bolos , 82x 18.500: 1.517.000 mas 103.5x12.000: 1.242.000 total 2.759.000 | SERVICIOS AGRICOLAS CORPAL SPA",,review_required,weak_class
RG-01065,EXP-5.1,EXP-5.1,EXP-5.1,file_audit,model,review_required,weak_class,True,True,0.3396311104297638,0.21166592836380005,COMPRAS,MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ,,COMPAÃÃA AGROPECUARIA COPEVAL S.A.,False,EXP-5.1;EXP-5.3;EXP-5.2,[COMPRAS] | MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ | COMPAÃÃA AGROPECUARIA COPEVAL S.A.,,review_required,weak_class
SA-00775,EXP-6.5,EXP-6.5,EXP-6.5,silver_audit,model,review_required,low_confidence,True,True,0.6621997356414795,0.5377935990691185,COMPRAS,YUTRECO,APLICACION FERTILIZANTE VITRAMAC 200 HA,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-6.5;EXP-15.5;EXP-6.3,[COMPRAS] | YUTRECO | APLICACION FERTILIZANTE VITRAMAC 200 HA | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00858,EXP-7.0,EXP-7.0,EXP-7.0,silver_audit,model,review_required,low_confidence,True,True,0.6470920443534851,0.5553823933005333,COMPRAS,SULFATO COBRE 1 KG. -____,____,FEROSOR AGRICOLA S.A.,False,EXP-7.0;EXP-2.4;EXP-13.1,[COMPRAS] | SULFATO COBRE 1 KG. -____ | ____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00342,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.4909164309501648,0.1416136920452118,COMPRAS,SEMILLA BALLICA COLUN 4X5 X 25 KG,SEMILLA BALLICA COLUN 4X5 AGRICOTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA COLUN 4X5 X 25 KG | SEMILLA BALLICA COLUN 4X5 AGRICOTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00352,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.489072322845459,0.1324782371520996,COMPRAS,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00353,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.5247771739959717,0.2045888602733612,COMPRAS,SEMILLA BALLICA TAMA CTE X 25 KG,SEMILLA BALLICA TAMA CTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA TAMA CTE X 25 KG | SEMILLA BALLICA TAMA CTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00953,EXP-8.2,EXP-8.2,EXP-8.2,silver_audit,model,review_required,weak_class,True,True,0.42022714018821716,0.27574917674064636,COMPRAS,SIEMBRA SALA - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.2;EXP-8.3;EXP-8.4,[COMPRAS] | SIEMBRA SALA - MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00855,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.7436955571174622,0.6221514046192169,COMPRAS,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.2;EXP-11.1,[COMPRAS] | Electricidad consumida 6240 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00882,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.7427141070365906,0.6181148141622543,COMPRAS,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.2;EXP-11.1,[COMPRAS] | Electricidad consumida 7620 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00170,EXP-9.2,EXP-9.2,EXP-9.2,silver_audit,model,review_required,low_confidence,True,True,0.3795039653778076,0.1358494758605957,COMPRAS,.,Servicios revision y puesta en marcha fertiriego y cambio reloj horario,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-9.2;EXP-12.1;EXP-12.2,[COMPRAS] | . | Servicios revision y puesta en marcha fertiriego y cambio reloj horario | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,low_confidence
SA-00380,EXP-9.2,EXP-9.2,EXP-9.2,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.3245020806789398,0.07016751170158386,COMPRAS,.,"Servicios revision tableros electricos, reparaciones, puestas en marcha, mantencion bombas fertiriego, repuestos k-line fundo maiten,yutreco y raices",COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-9.2;EXP-11.1;EXP-11.2,"[COMPRAS] | . | Servicios revision tableros electricos, reparaciones, puestas en marcha, mantencion bombas fertiriego, repuestos k-line fundo maiten,yutreco y raices | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA",electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
