gold_sha256,seed,split,gold_id,category_code,text,text_sha256
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00687,ADM-1.10,CRECE ANUAL | 20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING | CHIPAX SPA,cea4a79bd28d3521f655ec9e0b3183a7002e1a6b04ace45efb968985850c308e
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00529,ADM-1.2,KIT INSTALACION 0 VISION 100 | VERISURE CHILE SPA,5c15c0dc139b3b8c18084fcd8147096ecfeeb9b136824eb9db0abed9ddb9dfe5
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00589,ADM-1.2,RESIDENTIAL | STARLINK CHILE SPA,134e96c17e4066fccf624a2a1b2c74a3169bddfca6b72b88e254ad99a1d4773b
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-01022,ADM-1.2,"Servicios de internet | Rural TitÃ¡n 15Mbps/10Mbps, MES DE NOVIEMBRE DE 2025 | NETSKY SPA",9e39e58783d9c2db6ca468d437fc2178f1407b962724f67d15b9dbf95799d725
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00656,ADM-1.2,Programacin Principal | DIRECTV Chile Televisión Limitada,7047f8511a57f07584ee6d3af31a0817a112166eac5347587b8a24fc0ebcc980
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00658,ADM-1.2,Decodificadores Adicionales | DIRECTV Chile Televisión Limitada,c657e8b993bdd2f5722065ec2130340fdacafa1cdacaf446c4dab5de7e0e21d8
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00659,ADM-1.2,Comunicaciones e Internet - STARLINK CHILE SPA | STARLINK CHILE SPA,aef889ae0fe682bb355cb5f4afb77d452db30155cf89210c155b4c12fb509908
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00661,ADM-1.2,Comunicaciones e Internet - ANTILLANCA SPA | ANTILLANCA SPA,4150b5da72824ace3f672be1504a0b4b99f27d90e4ce0ba94aba1572ffbc0c7c
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00663,ADM-1.2,Cargo Fijo BAM | Telefnica Mviles Chile S.A.,bdf12ed6c13a4d63745e7721be28e34eb0d895d356723447fb90ff3163ea143b
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00584,ADM-1.4,GASOLINA 93 | ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL,6c5125bf2dd79f189f74b176c9b7c03e5fc9ebd1f8ddc18f1a613be0fb1153da
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00018,ADM-1.4,Venta de asiento | Venta de asiento | LATAM AIRLINES GROUP SA,688efb6ad968e70c7fe612bbcb5797968578557bc9dd9cc3c622cb8962197711
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00027,ADM-1.4,Intereses Exentos | SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,b6cf372bb80b55a6752a03f1dc6bee7277d0cfed14eed8670f53b2f3f0a0d25a
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00047,ADM-1.4,"Gastos Cobranza | RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",6be72aef03ed7c1749054a97f25b930aac72fd12f8ce483ea413135674678fbd
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00167,ADM-1.4,Gastos Gestión Cobranzas | Sociedad Concesionaria Costanera Norte S.A.,fc13053d5ece16913bd177f5b6ab2ba352bb61adb291e30ca9d138579deb98f4
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00651,ADM-1.4,Recarga de Prepagos | Ruta de los Rios Sociedad Concesionaria S.A.,202ab71eebf6680d359292b93731f85d518f195346fdf425401d8e4c9e42e56d
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00652,ADM-1.4,DETALLE | GASOLINA NU 1203| 81.390|L | COPEC S.A.,d6addc46e403db660cca6ede34994a0eccaaf5a48e0f3134e55e72080204f6ed
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00653,ADM-1.4,Movilizacion - CHILLAN S.A. | CHILLAN S.A.,fbcdf32f2e477467a280de21ae148620172291a30725c1ce110409697e172b32
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00654,ADM-1.4,93 S/P | ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,6a63799dec23bf267c845a5b448c3ce6c23ccbcae7ed9833103af295aa206b49
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00536,ADM-1.5,SERVICIO DE ALOJAMIENTO | COMERCIAL MAIFA LTDA.,e8453df20b3d8b753beb4dde6195b887d93dabeb8983af0b6acf1a30b980be70
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-01023,ADM-1.5,SERVICIOS DE ALOJAMIENTO | RESERVA ID 103631 HAB 109 - TPL Hotel Diego de Almagro Los Angeles DESDE 01-10-2025 A 02-10-2025 CRISTIAN ANGUITA YV | COMERCIAL MAIFA LTDA.,8725b542d1b32ca86198d3d4a0996498d8a96cc26425442faaf2efd07a56181f
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00649,ADM-1.5,Habitaciones ( 1) | TALBOT HOTELS S A,08b087d3096791e07d0ca9797d816927056439c22a160aaf385a4b7212f12d95
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00650,ADM-1.5,ALMUERZOS | MINERVA RUTH ARELLANO VASQUEZ,ea32433b358a0a57a13a519c67629a7a98b2291bac1792c71922212c0eae7a72
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00812,ADM-1.5,cena | LAS ACHIRAS SPA,ba667f8a41f392ada265e0cd2c65c8a71e332dd7ecfc910727a84ceb5857d254
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00813,ADM-1.5,Alimentos y Bebidas / Food and Bev ( 1) | Hoteles Director Ltda.,f26368115fb8d9e5156e512bb01fdf5d83901fcd4045513a3cc5bae26f18c4f4
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00115,ADM-1.6,RESMA HOJA CARTA PARA IMPRESORA | COOPRINSEM,735c96c62645abee5577389895c65804be47ca67dad1c4c1f8d3eec8bc380fbe
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00116,ADM-1.6,BATERIA HP ORIGINAL HT03XL | COOPRINSEM,48f5d20ac0cd5467fc3da9e5638506a26981c1a6baba51f8689865228277eeb7
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00117,ADM-1.6,CABLE TIPO-C A HDMI 1.8M TM-100539 | COOPRINSEM,199a6cd673d8fbb560f402717b6a749f4e1c1c1259674b6a67f8f62cdb5fced5
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00118,ADM-1.6,SERVICIOS + OFFICE | COOPRINSEM,ed341345290240bb27e127a6c5ddce5f4cf01dafad0341245391bd667a578091
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00525,ADM-1.6,PAPEL HIGIENICO ECONOMICO 500 M ELITE | COLUN,3a9d75c8bb144c56a283a4cdaeddf77bbcb67b28aa222be4069596d9a38365cf
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00624,ADM-1.6,REGARGA AGUA PURIFICADA | PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.,17719586078d2f6061855d7fe6a1bb6e33d0ea6d932d72dcc9f0c58ccb0bd4e5
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-01084,ADM-1.6,JABON GRANEL ECONOMICO 5 LTS.97061 | COOPRINSEM,a42fa24d15d5c3cf81c2cbb4829fd0545d4addb05b71c7a64369450f751a1aa3
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-01085,ADM-1.6,HIGIENICO 120 METROS X 8 UN 52120 | COOPRINSEM,0feb1d0b1675529f38a139a4c0b9be18ab37c84da75f54d5b65d6dcdcd14573e
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00665,ADM-1.6,MOPA MICROFIBRA SIN CABO RAYAS | SODIMAC S.A.,abcf7e00b1d730ff55d674498e77db84d32e6fd1f761795650a44621294f685c
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00667,ADM-1.6,DEO AMB ELECT VAINILLA+REP GLADE 21 ML | 1.0 x 1 UN $7090 Bruto/$5958.0 Neto | RENDIC HERMANOS S.A.,a285fa3df06847f148f651b4f4853067c96988af483792a883b00e32851a8e96
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00668,ADM-1.6,CLORO TRADICIONAL CLORINDA 4 LT | 2.0 x 1 UN $4450 Bruto/$3739.5 Neto | RENDIC HERMANOS S.A.,2c0db0dc6ad8af4e4dc9ac66333eca7239d30aa3cbd70c5eb0d0f9bc6f8a29c5
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00669,ADM-1.6,"CLORO GEL CIF 800 ML, TRADICIONAL | 3.0 x 1 UN $2390 Bruto/$2008.3333 Neto | RENDIC HERMANOS S.A.",5397d442076c9e7851eabb3bc365e913f422e2bd3d800dbb49e3036a648490fa
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00671,ADM-1.6,PASTILLA P ESTANQUE SMART CLEAN 2X50 GR | 1.0 x 1 UN $2850 Bruto/$2395.0 Neto | RENDIC HERMANOS S.A.,1fd2a7684f15bfae48ae8a4e033d988d0d2f3a6845809e82ab2c2d075d5653de
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00672,ADM-1.6,AZUCAR GRANULADA IANSA 1 KG | 4.0 x 1 UN $1450 Bruto/$1218.5 Neto | RENDIC HERMANOS S.A.,e6f03979465611e4f01e28d0a95d6283d588cacd6c7181fdc2742544597a17ec
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00673,ADM-1.6,PANO MULTIUSO ULTRA VIRUTEX 3 UN | 4.0 x 1 UN $3690 Bruto/$3100.75 Neto | RENDIC HERMANOS S.A.,9524d4cd6834c060a861da5d1dc0e6b5701a1fa3a7feb1c45d51003da8fe11cd
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00674,ADM-1.6,PAPEL HIG ULTRA DH ELITE 40MTX18 | 2.0 x 1 UN $19290 Bruto/$16210.0 Neto | RENDIC HERMANOS S.A.,55882a8d53b62d36890b1d73e4404e474b6de9a9b8ccf252285f1de4d6de8829
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00675,ADM-1.6,"GALLETA DONUTS COSTA 100 GR, BITTER | 2.0 x 1 UN $1340 Bruto/$1126.5 Neto | RENDIC HERMANOS S.A.",55d33eade71a003fdcbf5ae66a545cc0f98448813d31dd40143f7bba3fd1be30
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00676,ADM-1.6,"GALLETA TUAREG COSTA 120 GR, ORIGINAL | 2.0 x 1 UN $720 Bruto/$605.0 Neto | RENDIC HERMANOS S.A.",f32059e9f1bb3a28f5f359b92c458fe0cb1037af0083ea5065afb93162e1b207
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00677,ADM-1.6,GALLETA GRETEL PIE DE LIMON COSTA 85 GR | 2.0 x 1 UN $1390 Bruto/$1168.0 Neto | RENDIC HERMANOS S.A.,dada69eb51a905e46a40602e2372a4c6e9a75ed567b065cbfe3afc49ad886ec6
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00681,ADM-1.6,"GALLETA COSTA 125 GR, CHOCO CHIPS | 2.0 x 1 UN $950 Bruto/$798.5 Neto | RENDIC HERMANOS S.A.",1865dfed4e500a121223398c8ad131de957493c2a602cd905e5d14e50b44a84e
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00682,ADM-1.6,TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO | TONER ORIGINAL TN860XL MARCA BROTHER | COMERCIAL V A M OFFICES SUPPLIES LIMITADA,b61a627017afe3ae3258726f784af199a59d209ea14068f9a86af037baa7ffa9
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00683,ADM-1.6,DESPACHO DE PRODUCTOS DESPACHO X BLUE EXPRESS REGIONES 1 A 5 DIAS HABILES POSTER | DESPACHO DE PRODUCTOS DESPACHO X BLUE EXPRESS REGIONES 1 A 5 DIAS HABILES POSTERIORES A TU COMPRA ZONAS EXTREMAS 3 A 10 DIAS HABILES POSTERIORES A TU COMPRA | COMERCIAL V A M OFFICES SUPPLIES LIMITADA,60f24c4dd761c277cf89f3e338d0c09758181c94a59e049593be3695500c51df
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00754,ADM-1.6,Recarga Agua Purificada | Fundo Raices | PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.,3184843716004f161dd14fffb5a748569ad07a627b7be24b0b099e4b3851cf61
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,RG-00530,ADM-1.7,TRANSPORTE DE CARGA Y ENCOMIENDA | EGT LIMITADA,5461c8d223028ad526348179bd38c6b605d6672708a85e0478990a677ef09fca
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00004,ADM-1.7,COMISION MANTENCION PLAN (EXENTO DE IVA) | COMISION MANTENCION PLAN (EXENTO DE IVA) | Santander - Chile,be1598607452eb53ff1af817c5fa2cefdd2b964f9844e056296c9c7eb5bd92e9
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00006,ADM-1.7,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES | COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 . | Banco de Chile,197b7ade452d97f1f4a8521c1d35e3aa2db35be805192bdf0a1ab581786a6fed
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00012,ADM-1.7,MONITOREO MES DE 03/2025 CONTRATO 1731576 | VERISURE CHILE SPA,6ec23113fdfe0fd63765b0032e9cee1e12242d98b865d7cac99d211ab0738396
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00013,ADM-1.7,INTERES MORA MAYOR PLAZO | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,7f8e70f8771568b7a14569cdbb4da507c51d3985d152dfdd2b3c374d0ff33f4a
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00019,ADM-1.7,COMISION DE MANTENCION DE PLAN | COMISION DE MANTENCION DE PLAN | Santander - Chile,a5e0d7fe72d1e7ae2c018b83ac202e6db8f23c60df78c8aff732d5651ffa0781
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00022,ADM-1.7,MONITOREO MES DE 06/2025 CONTRATO 1731305 | VERISURE CHILE SPA,a059645c11c83c9be43e720fa2d466a6086bcfc05ba67454b0f22ab60041f287
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00024,ADM-1.7,MONITOREO MES DE 11/2025 CONTRATO 1731275 | VERISURE CHILE SPA,8bdf939a053e263205da505761acdee825645ec5df6e834872775d5355418925
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00028,ADM-1.7,MONITOREO MES DE 05/2025 CONTRATO 1731275 | VERISURE CHILE SPA,cb1e40160f3b5b082ae75db5feb6debdebc0b0880cb61c912ef4a848c8ed7e87
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00033,ADM-1.7,MONITOREO MES DE 02/2025 CONTRATO 1731305 | VERISURE CHILE SPA,79f8b44b912a52ea03ef0e0f294383626e2c96e48cfd06ca4bfc462859c57c24
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00034,ADM-1.7,Administracion de Contratos | BANCO BICE,21442d6c9ae6cb70d15fed8775a0f9b7851de9a1003bf36af3c1eeab3af9227c
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00036,ADM-1.7,MONITOREO MES DE 10/2025 CONTRATO 1697527 | VERISURE CHILE SPA,360a0f1f8c1c1cf94e9b07f1f0ee3c30fc13aefc1bda05081483007fddeccab8
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00038,ADM-1.7,TRANSPORTE DE CARGA Y ENCOMIENDA: 252700360 | Kaudat SpA,d359fe2f57408768f1ca214859c3171060c6a9061ce6623ed54e58fd4e0378f2
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00053,ADM-1.7,MONITOREO MES DE 03/2025 CONTRATO 1731275 | VERISURE CHILE SPA,736f1780e512d543f4d91eb248e2a2599dc64b900156abba2e22150f54b941b6
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00054,ADM-1.7,MONITOREO MES DE 10/2025 CONTRATO 1731576 | VERISURE CHILE SPA,29a828b51628dc69d2db1ad00395bcdb150fd3973ce643fc081b0880afa764f3
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00058,ADM-1.7,MONITOREO MES DE 06/2025 CONTRATO 1731275 | VERISURE CHILE SPA,a9b99a2856185ed1864e69f84b77a114bdabe10755db49ef8c52fc5f2cbfd1d5
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00062,ADM-1.7,MONITOREO MES DE 11/2025 CONTRATO 1731305 | VERISURE CHILE SPA,5a73b39538232c86cbf61013a3523b583e0dafcee0debb7e8b347fef38153d52
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00070,ADM-1.7,MONITOREO MES DE 08/2025 CONTRATO 1731275 | VERISURE CHILE SPA,7b4d7f1dfdc31be3c655cd7e79b7dc787be0c0348bb5c59e7853da154a02a793
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00073,ADM-1.7,Interes Exento por mora | Sociedad Concesionaria Costanera Norte S.A.,225366dff27ebb2062f3f3766d6f6d6187c60a4e9227670ff393086930baed9d
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00080,ADM-1.7,MONITOREO MES DE 02/2025 CONTRATO 1731275 | VERISURE CHILE SPA,40353977fdd4552b6db1c66923a84cf4e5127a79ceef631a679e071ae1f71d3e
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00091,ADM-1.7,MONITOREO MES DE 11/2025 CONTRATO 1697527 | VERISURE CHILE SPA,a238d60bd7d31d8f61dd1f462d0a2adf512b872aa5f1262e0bd93cc8e272db65
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00100,ADM-1.7,MONITOREO MES DE 05/2025 CONTRATO 1731576 | VERISURE CHILE SPA,a92679791df44efcfb30d10952a29342a7c2907f851af7a327e67e71123090db
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00108,ADM-1.7,MONITOREO MES DE 12/2025 CONTRATO 1697527 | VERISURE CHILE SPA,3ebb0a4c2b220d6103ae99dd4121142c131ea390e8a05edab71efe96feaeae15
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00109,ADM-1.7,MONITOREO MES DE 12/2025 CONTRATO 1731305 | VERISURE CHILE SPA,bc287a709508e144f3f297012263312f8613bbd0d510f823214715b151011828
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00112,ADM-1.7,Comisión por Nóminas en Línea CCA | BANCO BICE,aa981c81c5d0bf1da78c4b065f5d1d6c84ad379c928e362de40fbd3825269d56
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00116,ADM-1.7,MONITOREO MES DE 03/2025 CONTRATO 1731305 | VERISURE CHILE SPA,299fcf9e78e51d733c697c42ba6750234bfa806b8545ba8697470e3f25597b73
cfb67e75cee7dfd6129d299c95c3bb118cc9ac5ffac27f3bc58895faece9529a,42,train,SA-00127,ADM-1.7,COURIER | CHILEXPRESS S.A.,764d2fd193abc8d0f522dd6246f27e223012f9bc919fe7ae7fb584f297769a7d
