gold_id,category_code,leaf,source,item_text,description,provider,farm,audit_reason,verify_flag,direction,raw_row_id
RV-12006,ING-0.3,VENTA VAQUILLAS,raw_ventas_exact,VENTA DE VAQUILLAS,23 VAQUILLAS NV 22599-A,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12006
RV-12007,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,25 VACAS NOTA VENTA 22599-A,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12007
RV-12008,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE YUTRECO FMA 121613949,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12008
RV-12010,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12010
RV-12012,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 170004282,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12012
RV-12014,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 171627410,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12014
RV-12015,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE RAICES FMA 142321766,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12015
RV-12016,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"7.400 kg de leche a $ 508,74 Estanque 20530-3, El Maiten Guia entre 1305464 - 1306578",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12016
RV-12017,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"2.979 kg de keche a $ 491.27 Estanque 21055-2, Raices Guias entre 1303672 - 1263085",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12017
RV-12018,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"7.910 kg de leche a $ 466,82 Estanque 21215-6, Yutreco Guias entre 1303668 - 1304710",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12018
RV-12019,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE RAICES FMA 160350948,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12019
RV-12020,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 170555170,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12020
RV-12021,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 151421205,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12021
RV-12022,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 121714622,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12022
RV-12024,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 122337480,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12024
RV-12025,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 143022936,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12025
RV-12026,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 092853544,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12026
RV-12027,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 140328980,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12027
RV-12028,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 155245949 FMA 155245950,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12028
RV-12029,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE RAICES FMA 151444068,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12029
RV-12030,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE BRAMADERO FMA 114219802 FMA 114219801,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12030
RV-12031,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 103235085,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12031
RV-12032,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE BRAMADERO FMA 143936917,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12032
RV-12033,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 155825702,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12033
RV-12034,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 140346765,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12034
RV-12035,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE RAICES FMA 104521773,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12035
RV-12036,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE BRAMADERO FMA 130410601 FMA 130410600,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12036
RV-12037,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 143746151,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12037
RV-12038,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 130552983,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12038
RV-12039,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 164644743,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12039
RV-12040,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 104709951,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12040
RV-12041,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 130729191,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12041
RV-12043,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 182731210,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12043
RV-12044,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 120147335,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12044
RV-12045,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 152946905,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12045
RV-12046,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"259.442 kig de leche a $ 458,18 Estanque 20530-3, El Maiten Guia entre 1308325 -1307393",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12046
RV-12047,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"69.360 kg de leche a $ 463,64 Estanque 21055-2, Raices Guias entre 1263089 - 1311895",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12047
RV-12048,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"203.017 kg de leche a $ 456,20 Estanque 21215-6, Yutreco Guias entre 1304715 - 1346590",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12048
RV-12049,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 151816661,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12049
RV-12050,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 163118296,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12050
RV-12052,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 175616539,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12052
RV-12053,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,FMA 103707105 DESDE EL MAITEN,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12053
RV-12055,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 155152035,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12055
RV-12056,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 103912878,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12056
RV-12058,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 173315742,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12058
RV-12059,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 165031280,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12059
RV-12060,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 170743332,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12060
RV-12061,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE YUTRECO FMA 094247529,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12061
RV-12063,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 143023576,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12063
RV-12064,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"102.387 kg de leche a $ 406,85 Estanque 03076-7, El Maiten Guia entre 1306302 - 1335806",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12064
RV-12065,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"411.500 kg de leche a $ 423,54 Estanque 20530-3, El Maiten Guias entre 1345651 - 1335806",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12065
RV-12066,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"126.399 kg de leche a $ 423,80 Estanque 21055-2, Raices Guias entre 1346319 - 1327163",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12066
RV-12067,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"397.465 kg de leche a $ 420,94 Estanque 21215-6, Yutreco Guias entre 1305559 - 1331026",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12067
RV-12070,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 150355407,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12070
RV-12071,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 114503831,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12071
RV-12072,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE YUTRECO FMA 143036721 DESDE RAICES FMA 142616088,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12072
RV-12073,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE EL MAITEN FMA 173831778,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12073
RV-12074,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE EL MAITEN FMA 142716100,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12074
RV-12075,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE PREDIO RAICES FMA 105103472,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12075
RV-12076,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"180.231 kg de leche a $ 414,48 Estanque 03076-7, El Maiten Guias entre 1336519 - 1312258",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12076
RV-12077,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"435.744 kg de leche a $ 426,99 Estanque 20530-3, El Maiten Guias entre 1336519 - 1312258",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12077
RV-12079,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"473.548 kg de leche a $ 414,16 Estanque 21215-6, Yutreco Guias entre 1328394 - 1311274",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12079
RV-12080,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,desde RAICES FMA 174646744 desde YUTRECO FMA 174314556,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12080
RV-12083,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE YUTRECO FMA 155958330,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12083
RV-12084,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"193.996 kg de leche a $ 438,18 Estanque 03076-7, El Maiten Guias entre 1311475 - 1302683",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12084
RV-12085,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"396.889 kg de leche a $ 449,06 Estanque 20530-3, El Maiten Guias entre 1311475 - 1302683",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12085
RV-12086,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"143.145 kg de lecha a $ 441,21 Estanque 21055-2, Raices Guias entre 1314648 - 1320169",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12086
RV-12087,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"488.819 kg de leche a $ 436,79 Estanque 21215-6, Yutreco Guias entre 1330734 - 1320168",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12087
RV-12088,ING-0.2,VENTA DE VACAS,raw_ventas_exact,VENTA DE VACAS,DESDE YUTRECO FMA 155748945,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12088
RV-12090,ING-0.4,VENTA TERNEROS,raw_ventas_exact,VENTAS TERNEROS,DESDE YUTRECO FMA 085625938,ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12090
RV-12091,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"166035 kg de leche a $ 444,94 Estanque 03076-7, El Maiten Guias entre 1302875 - 1318335",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12091
RV-12092,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"369253 kg de leceh a $ 453,75 Estanque 20530-3, El Maiten Guias entre 1302875 - 1318335",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12092
RV-12093,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"141202 kg de leche a $ 441,51 Estanque 21055-2, Raices Guias entre 1339064 - 1322131",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12093
RV-12094,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"462971 kg de leche a $ 447,24 Estanque 21215-6, Yutreco Guias entre 1340201 - 1323759",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12094
RV-12096,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"134633 kg de leche a $ 446,48 Estanque 03076-7, El Maiten Guias entre 1302397 - 1322548",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12096
RV-12097,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"359524 kg de leche a $ 457,08 Estanque 20530-3, El Maiten Guias entre 1302397 - 1355906",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12097
RV-12098,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"124668 kg de leche a $ 447,60 Estanque 21055-2, Raices Guias entre 1343238 - 1319386",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12098
RV-12099,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"415009 kg de leche a $ 452,11 Estanque 21215-6, Yutreco Guias entre 1333836 - 1361824",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12099
RV-12100,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"379845 kg de leche a $ 513,59 Estanque 20530-3, El Maiten Guias entre 13782520 - 1380018",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12100
RV-12101,ING-0.1,VENTA DE LECHE,raw_ventas_exact,VENTA DE LECHE,"98404 kg de leche a $ 505,57 Estanque 21055-2, Raices Guias entre 1354677 - 1354193",ANTILLANCA SPA,,Exact canonical item name on the client's own VENTAS invoice; label and transaction direction are explicit.,,VENTAS,12101
