input_id,item,was_code,was_decision,was_source,now_code,now_decision,why,amount
COMPRAS|66554732|219022|6,CLAVO DE 3 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",7040
COMPRAS|66554732|219022|7,CLAVO DE 5KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",10992
COMPRAS|66554732|219348|2,CLAVO VOLCANITA KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",5378
COMPRAS|66554732|219348|3,TVZC TORNILLO VOLCANITA ZINC 1 5 8 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1596
COMPRAS|66554732|219595|1,BROCHA CONDECORA 3 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,paint and brush; parked here pending the client's ruling on where paint goes,2436
COMPRAS|66554732|220000|10,TVZC TORNILLO VOLCANITA ZINC 1 5 8 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1596
COMPRAS|66554732|220000|3,AQ-TEE BAJADA AQUAPLUV TIGRE -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,2084
COMPRAS|66554732|220000|4,AQ-SOPORTE CANAL AQUAPLUV TIGRE -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,29475
COMPRAS|66554732|220224|7,LIJA FIERRO GRANO 100 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",496
COMPRAS|66554732|220344|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",36810
COMPRAS|66554732|220684|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",184050
COMPRAS|66554732|220687|4,CLAVO DE 4 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",35200
COMPRAS|66554732|220687|5,CLAVO DE 3 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",35200
COMPRAS|66554732|221258|5,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",73620
COMPRAS|66554732|221519|2,T1 TUERCA HILO-CORRIENTE 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6720
COMPRAS|66554732|221519|4,KG SOLDADURA 6011 1 8 INDURA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",12572
COMPRAS|66554732|221820|3,T1 TUERCA HILO-CORRIENTE 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",5040
COMPRAS|66554732|222407|1,LIJA FIERRO GRANO 100 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",992
COMPRAS|66554732|222407|10,FU-TUBERIA FUSION 25MM O PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,12555
COMPRAS|66554732|222407|4,FU-CODO 32MM PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,976
COMPRAS|66554732|222407|5,FU-COPLA 32 MM PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,370
COMPRAS|66554732|222407|6,FU-TEE 32MM PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,1312
COMPRAS|66554732|222551|2,KG SOLDADURA 6011 1 8 INDURA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6286
COMPRAS|66554732|222552|1,PAR ALCAYATA PLANA 8P GRIS MUTEL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",38772
COMPRAS|66554732|222560|10,VALVULA BOLA PASO 3 4 H-FULL -@,EXP-1.1,review_required,model,EXP-14.3,review_required,shut-off valve; belongs with the water and slurry line,7512
COMPRAS|66554732|222560|7,-BUSHING REDUCCION HE-HI 1 X 3 4 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,705
COMPRAS|66554732|223063|1,SIFON LAVAPLATOS LOA HOFFENS S/CURVA -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,3008
COMPRAS|66554732|223063|10,JUEGO DE FITTING PARA SANITARIO KB-AB107 FAS-@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,10067
COMPRAS|66554732|223063|5,SIFON LAVAPLATOS LOA HOFFENS S/CURVA -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,3008
COMPRAS|66554732|223063|6,LIJA FIERRO GRANO 80 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1210
COMPRAS|66554732|223346|1,CLAVO DE 6 KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",8824
COMPRAS|66554732|223346|3,TVZC TORNILLO VOLCANITA ZINC 2 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1849
COMPRAS|66554732|223347|1,T1 TUERCA HILO-CORRIENTE 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",8400
COMPRAS|66554732|223347|3,PAR ALCAYATA PLANA 8P GRIS MUTEL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6462
COMPRAS|66554732|223347|8,SIFON LAVATORIO REGIO 1 1 4 X 40MM HOFFENS 20018 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,2168
COMPRAS|66554732|223477|3,T1 TUERCA HILO-CORRIENTE 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1260
COMPRAS|66554732|223520|2,PAR ALCAYATA PLANA 8P GRIS MUTEL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6462
COMPRAS|66554732|223970|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",55215
COMPRAS|66554732|223972|3,KG SOLDADURA 6011 1 8 INDURA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6286
COMPRAS|66554732|224165|10,-NIPLE HE-HE 3 4 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,134
COMPRAS|66554732|224165|4,-BUSHING REDUCCION HE-HI 1 X 3 4 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,940
COMPRAS|66554732|224278|2,KG SOLDADURA 6011 1 8 INDURA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6286
COMPRAS|66554732|224279|1,ESMALTE AL AGUA ACRYFOL BLANCO GALON ALGIFOL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,paint and brush; parked here pending the client's ruling on where paint goes,18050
COMPRAS|66554732|224665|1,PAR ALCAYATA PLANA 8P GRIS MUTEL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6462
COMPRAS|66554732|224665|2,GRAPAS PARA ENGRAPADORA DELGADA 1 2 MM 1000 UN -@,EXP-14.2,auto_accept,model,EXP-16.1,review_required,stapler consumable from a hardware store; not fence maintenance,1076
COMPRAS|66554732|224666|6,CLAVO DE TECHO X BOLSA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",11260
COMPRAS|66554732|224666|7,CLAVO TINGLE KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",10420
COMPRAS|66554732|224666|8,TVZC TORNILLO VOLCANITA ZINC 1 5 8 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",1512
COMPRAS|66554732|224666|9,CLAVO VOLCANITA KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",5378
COMPRAS|66554732|225660|1,PCO PERNO COCHE 5 16 X 5 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",5148
COMPRAS|66554732|225660|4,PAR ALCAYATA PLANA 8P GRIS MUTEL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6462
COMPRAS|66554732|225674|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",36810
COMPRAS|66554732|225913|2,TVZC TORNILLO VOLCANITA ZINC 2 1 2 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",4236
COMPRAS|66554732|225914|1,ESMALTE AL AGUA DYNALPROOF BLANCO GALON -@,EXP-1.1,review_required,model,EXP-14.4,review_required,paint and brush; parked here pending the client's ruling on where paint goes,16118
COMPRAS|66554732|226312|1,T1 TUERCA HILO-CORRIENTE 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",4200
COMPRAS|66554732|226825|2,KG SOLDADURA 6011 1 8 INDURA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",12572
COMPRAS|66554732|226825|6,TVZC TORNILLO VOLCANITA ZINC 2 1 2 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",2824
COMPRAS|66554732|227094|1,CLAVO DE 4 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",7040
COMPRAS|66554732|227094|2,CLAVO DE 3 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",4224
COMPRAS|66554732|228159|1,KIT REGULADOR + FLEXIBLE PROVIDUS BOLSA TRAD -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,16555
COMPRAS|66554732|228272|3,JUEGO DE FITTING PARA SANITARIO KB-AB107 FAS-@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,8311
COMPRAS|66554732|228952|2,CADENA MOTOSIERRA 325-1 6 34 DIENTES 45 PULG. MS-250 -@,EXP-13.2,auto_accept,model,EXP-16.2,review_required,chainsaw consumable; the product lookup already files LIMA MOTOSIERRA here,25223
COMPRAS|66554732|229761|4,LIJA FIERRO GRANO 80 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",696
COMPRAS|66554732|230096|1,CLAVO TERRANO DE 1 1 2 KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",3672
COMPRAS|66554732|230096|2,FU-TUBERIA FUSION 20MM O PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,3073
COMPRAS|66554732|230097|1,-BUSHING REDUCCION HE-HI 1 X 3 4 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,540
COMPRAS|66554732|230097|3,FU-TERMINAL HE 1 2 X 20MM METALICO PEGAR PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,2668
COMPRAS|66554732|230097|5,FU-LLAVE PASO METALICA MANILLA ROJA (20 mm) HOFFENS 90101 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,4233
COMPRAS|66554732|230097|7,SIFON LAVATORIO REGIO 1 1 4 X 40MM HOFFENS 20018 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,2686
COMPRAS|66554732|230097|8,LLAVE BOLA JARDIN 1 2 H-FULL MANILLA ROJA -@,EXP-1.1,review_required,model,EXP-14.3,review_required,shut-off valve; belongs with the water and slurry line,2600
COMPRAS|66554732|230097|9,FU-CODO 20MM PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,725
COMPRAS|66554732|230173|1,FU-CODO 20MM PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,870
COMPRAS|66554732|230173|3,-BUSHING REDUCCION HE-HI 1 X 1 2 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,242
COMPRAS|66554732|230173|5,TVZC TORNILLO VOLCANITA ZINC 1 1 4 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",753
COMPRAS|66554732|230174|1,FU-TUBERIA FUSION 20MM O PPR -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,3073
COMPRAS|66554732|231789|10,CLAVO DE 3 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",15270
COMPRAS|66554732|231789|4,TAUTO-FINA 2 1 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,ADM-1.6,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",11541
COMPRAS|66554732|231789|5,SOPORTE POLICARBONATO TRANSPARENTE -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",52200
COMPRAS|66554732|231789|6,CLAVO DE TECHO X BOLSA -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",15540
COMPRAS|66554732|231789|7,CLAVO TINGLE KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",9588
COMPRAS|66554732|231789|8,CLAVO DE 4 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",13430
COMPRAS|66554732|231789|9,CLAVO DE 6 KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",10150
COMPRAS|66554732|232383|4,-NIPLE HE-HE 1 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,3090
COMPRAS|66554732|232796|1,PCO PERNO COCHE 3 8 X 6 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",4524
COMPRAS|66554732|232796|2,PCO PERNO COCHE 3 8 X 4 1 2 -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",9264
COMPRAS|66554732|232796|7,PAR ALCAYATA PLANA 10P VERDE MUTEL-@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",28122
COMPRAS|66554732|232798|1,CLAVO DE 4 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",6715
COMPRAS|66554732|232798|2,TAUTO-FINA 2 1 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,ADM-1.6,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",3847
COMPRAS|66554732|232798|3,SOPORTE POLICARBONATO TRANSPARENTE -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",17400
COMPRAS|66554732|233419|3,KG SOLDADURA E6011 3 32 BOLSA KRAFTER -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",3759
COMPRAS|66554732|234069|3,CLAVO DE 4 KG -@,EXP-7.0,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",26860
COMPRAS|66554732|234069|5,ACEITE CADENA MOTOSIERRA LUBRICHILE 5 LTS-@,EXP-13.2,review_required,model,EXP-16.2,review_required,chainsaw consumable; the product lookup already files LIMA MOTOSIERRA here,14390
COMPRAS|66554732|234069|6,LIMA MOTOSIERRA S MANGO 7/32 -@,EXP-13.2,review_required,model,EXP-16.2,review_required,chainsaw consumable; the product lookup already files LIMA MOTOSIERRA here,957
COMPRAS|66554732|234192|2,TVZC TORNILLO VOLCANITA ZINC 2 1 2 CJ 100UN -@,ADM-1.2,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",3248
COMPRAS|66554732|234193|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",72260
COMPRAS|66554732|234619|1,CEMENTO OFERTA ESPECIAL -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"cement is a building material, not a staff cost",54195
COMPRAS|66554732|235076|3,CLAVO VOLCANITA KG -@,EXP-1.1,review_required,model,EXP-14.4,review_required,"nail, screw, weld rod or board; building material, not comms or agrochemicals",3092
COMPRAS|66554732|235712|10,-BUSHING REDUCCION HE-HI 2 X 1-@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,657
COMPRAS|66554732|235712|3,-BUSHING REDUCCION HE-HI 1 X 3 4 -@,EXP-1.1,review_required,model,EXP-14.3,review_required,threaded/PPR plumbing fitting; belongs with the water and slurry line,540
COMPRAS|66554732|235712|4,VALVULA COMPACTA HI 3/4 60893 -@,ADM-1.6,review_required,model,EXP-14.3,review_required,shut-off valve; belongs with the water and slurry line,3765
