row_id,retrieval_cat,code,confidence,reason,item_text,provider
168,,,0.0,"No matches any category, appears to be general hardware items.",MARCO PUERTA 30 X 110 -@,DORIS IVONNE CASTILLO KANTER
169,,,0.0,"No matches any category, appears to be general hardware items.",AQ-CANALETA X 4MT AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
170,,,0.0,"No matches any category, appears to be general hardware items.",AQ-TEE BAJADA AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
171,,,0.0,"No matches any category, appears to be general hardware items.",TAUTO-FINA 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,DORIS IVONNE CASTILLO KANTER
172,,,0.0,"No fits any category, seems to be general hardware items.",CLAVO DE 3 KG -@,DORIS IVONNE CASTILLO KANTER
173,,,0.0,"No fits any category, seems to be general hardware items.",CLAVO DE 4 KG -@,DORIS IVONNE CASTILLO KANTER
174,,,0.0,"No fits any category, seems to be general hardware items.",AQ-TAPA DERECHA AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
175,,,0.0,"No fits any category, seems to be general hardware items.",AQ-TAPA IZQUIERDA AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
176,,,0.0,"No fits any category, seems to be general hardware items.",AQ-CURVA 60 AQUAPLUV MARRON TIGRE -@,DORIS IVONNE CASTILLO KANTER
177,,,0.0,"No matches any category, appears to be general hardware items.",AQ-TUBO BAJADA X 3 METROS -ACQ-TIGRE -@,DORIS IVONNE CASTILLO KANTER
178,,,0.0,"No matches any category, appears to be general hardware items.",AQ-SOPORTE CANAL AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
179,,,0.0,"No matches any category, appears to be general hardware items.",AQ-ABRAZADERA AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER
180,,,0.0,"No matches any category, appears to be general hardware items.",PINO 2 X 3 X 3 20MTS -@,DORIS IVONNE CASTILLO KANTER
181,,,0.0,"No matches any category, appears to be general hardware items.",PUNTA 2 KG -@,DORIS IVONNE CASTILLO KANTER
182,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",HDPE-TERMINAL HI COMPRESION 50MM X 1 1/2 -@,DORIS IVONNE CASTILLO KANTER
183,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",-BUSHING REDUCCION HE-HI 1 1 4 X 1 -@,DORIS IVONNE CASTILLO KANTER
184,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",-BUSHING REDUCCION HE-HI 1 1 2 X 1 -@,DORIS IVONNE CASTILLO KANTER
185,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",HDPE-TERMINAL HE 40MMX1 1 4 -@,DORIS IVONNE CASTILLO KANTER
187,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",HDPE-TERMINAL HE 32MM X 1P COMPRESION -@,DORIS IVONNE CASTILLO KANTER
188,,,0.0,No matches any category,HDPE-COPLA COMPRESION 25MM -@,DORIS IVONNE CASTILLO KANTER
189,,,0.0,No matches any category,HDPE-COPLA COMPRESION 32MM -@,DORIS IVONNE CASTILLO KANTER
190,,,0.0,No matches any category,ENCHUFE SCHUKO 250V 10A STANFORD CERTIFI -@,DORIS IVONNE CASTILLO KANTER
191,,,0.0,No matches any category,ADAPTADOR MACHO 10/16A 2P+T NEGRO MEC -@,DORIS IVONNE CASTILLO KANTER
192,,,0.0,No matches any category,HDPE-TEE COMPRESION 50 MM -@,DORIS IVONNE CASTILLO KANTER
193,,,0.0,"No matches any category, seems to be a tool or hardware item.",ALICATE CERCO ALC010 UYUSTOOLS 10 -@,DORIS IVONNE CASTILLO KANTER
194,,,0.0,"No matches any category, seems to be a tool or hardware item.",AMARRA CARGA 38MM X 6MT WOKIN 662620 -@,DORIS IVONNE CASTILLO KANTER
195,,,0.0,"No matches any category, seems to be a tool or hardware item.",ALARGADOR ELECTRICO NARANJO 20 MTS STANFORD 5077B -@,DORIS IVONNE CASTILLO KANTER
196,,,0.0,"No matches any category, seems to be a tool or hardware item.",ALARGADOR ELECTRICO NARANJO 1O MTS STANFORD 5077B -@,DORIS IVONNE CASTILLO KANTER
197,,,0.0,"No matches any category, seems to be a tool or hardware item.",MASISA ENCHAPADA PINO 15MM 1 52 X 2 40 -@,DORIS IVONNE CASTILLO KANTER
198,,,0.0,Not related to any category,TT3-TERCIADO PUERTERO ROSADO 3MM 1.62 X 2.20 -@,DORIS IVONNE CASTILLO KANTER
199,,,0.0,Not related to any category,TVZC TORNILLO VOLCANITA ZINC 2 CJ 100UN -@,DORIS IVONNE CASTILLO KANTER
200,,,0.0,Not related to any category,COLA FRIA MADERA POTE 1 2KG AGOREX -@,DORIS IVONNE CASTILLO KANTER
201,,,0.0,Not related to any category,LIJA MADERA GRANO 180,DORIS IVONNE CASTILLO KANTER
202,,,0.0,Not related to any category,SOPLETE PORTATIL GAS 1200°C C PIEZO NOORWICK -@,DORIS IVONNE CASTILLO KANTER
203,,,0.0,"No matches any category, appears to be general tools or hardware",CALIBRADOR PROFESIONAL 8 CLA008 -@,DORIS IVONNE CASTILLO KANTER
204,,,0.0,"No matches any category, appears to be general tools or hardware",LLAVE SACAFILTROS CADENA 12 UYU YSD012 -@,DORIS IVONNE CASTILLO KANTER
205,,,0.0,"No matches any category, appears to be general tools or hardware",LLAVE STILLSON 14 TRUPER 15838 -@,DORIS IVONNE CASTILLO KANTER
206,,,0.0,"No matches any category, appears to be general tools or hardware",ARCO DE SIERRA 12 TOTAL THT54166 -@,DORIS IVONNE CASTILLO KANTER
208,,,0.0,"No matches any category, appears to be general tools or hardware",TI18 -PALA REDONDA ASA PLAST C MANGO TRUPER 17160 -@,DORIS IVONNE CASTILLO KANTER
209,,EXP-16.1,0.95,Work tools and equipment for farm use,10380 CAJA P HERRAMIENTAS NEGRA 20 TRUPER -@,DORIS IVONNE CASTILLO KANTER
210,,EXP-16.1,0.95,Work tools and equipment for farm use,TT9-TERCIADO 9MM ESTRUCTURAL (AZUL) 1.22 X 2.44 -@,DORIS IVONNE CASTILLO KANTER
212,,EXP-16.1,0.95,Work tools and equipment for farm use,ABRAZADERA CON PERNO 60MM-63MM -@,DORIS IVONNE CASTILLO KANTER
213,,EXP-16.1,0.95,Work tools and equipment for farm use,ALICATE PICOLORO BOCA CURVA 12 UYUSTOOLS ALL612 -@,DORIS IVONNE CASTILLO KANTER
217,,EXP-13.1,0.85,Maintenance and repair of machinery,5BAL-073-00031 BALANCEO HIERRO AUTO - CTA HASTA ARO 16,Industria Recuperadora De Neumaticos Sac
219,,EXP-11.1,0.95,"Electricity for farm operations, provider is electricity cooperative",Electricidad consumida ( 109 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
220,,EXP-11.1,0.95,"Electricity transportation, part of electricity consumption",Transporte de Electricidad ( 109 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
223,,EXP-11.1,0.95,"Electricity consumption, provider is electricity cooperative",Electricidad consumida ( 795 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
224,,EXP-11.1,0.95,"Electricity transportation, part of electricity consumption",Transporte de Electricidad ( 795 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
228,,EXP-11.1,0.95,"Electricity consumption, provider is electricity cooperative",Electricidad consumida ( 995 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
229,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 995 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
233,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Electricidad consumida ( 32 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
234,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 32 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
237,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Electricidad consumida ( 21 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
238,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 21 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
241,,EXP-11.1,0.95,"Electricity for farm operations, provider is an electric cooperative",Electricidad consumida ( 17.710 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
244,,EXP-11.1,0.95,"Electricity for farm operations, provider is an electric cooperative",Transporte de Electricidad ( 17.710 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
250,,EXP-11.1,0.95,"Electricity for farm operations, provider is an electric cooperative",Electricidad consumida ( 228 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
251,,EXP-11.1,0.95,"Electricity for farm operations, provider is an electric cooperative",Transporte de Electricidad ( 228 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
254,,EXP-11.1,0.95,"Electricity for farm operations, provider is an electric cooperative",Electricidad consumida ( 9.680 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
256,,EXP-11.1,0.95,"Electricity for the farm, provided by an electric cooperative.",Transporte de Electricidad ( 9.680 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
257,,EXP-11.1,0.95,"Penalty for reactive power consumption, related to electricity usage.","Multa por consumo reactivo (Recargo por consumo reactivo) ( 0,850 )",COOPERATIVA ELECTRICA PAILLACO LIMITADA
263,,EXP-11.1,0.95,"Electricity consumed, provided by an electric cooperative.",Electricidad consumida ( 10.027 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
266,,EXP-11.1,0.95,"Electricity transported, related to electricity consumption.",Transporte de Electricidad ( 10.027 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
273,,EXP-11.1,0.95,"Electricity consumed, provided by an electric cooperative.",Electricidad consumida ( 140 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
274,,,0.0,"No description provided, unclear context.",Transporte de Electricidad ( 140 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
277,,EXP-11.1,0.95,"Electricity consumption for the farm, likely for the dairy shed.",Electricidad consumida ( 3.512 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
278,,EXP-11.1,0.95,"Electricity transportation, part of electricity consumption for the farm.",Transporte de Electricidad ( 3.512 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
283,,,0.0,"No description provided, unclear context.",AUTOMATICO TRIF.80 (A) ENGANCHE DIN,COOPERATIVA ELECTRICA PAILLACO LIMITADA
286,,,0.0,"No description provided, unrelated to farm operations.",TUBO A.R.B/P J/M 1000 mmx2,BOTTAI S.A.
287,,,0.0,No clear category match,Segun Guias,BOTTAI S.A.
288,,,0.0,No clear category match,FLETE A OBRA,BOTTAI S.A.
298,,EXP-13.3,0.9,Vehicle maintenance and repair services,FORD F150 LARIAT TBZL-91 41264 03/01/2025 14:58 725197,DIFOR CHILE S.A.
303,,EXP-13.3,0.8,Vehicle maintenance and repair services,SCO-MO REVISAR FUNCIONAMIENTO DEL SISTEMA OPERA,DIFOR CHILE S.A.
305,,EXP-13.3,0.9,Vehicle maintenance and repair services,MO elec Mec Repuestos Accesorios Servicios Lubricacion,DIFOR CHILE S.A.
312,,,0.0,"Not related to any category, appears to be vehicle information or invoice header",FORD F150 LARIAT PKSR-82 130473 09/01/2025 10:03 726731,DIFOR CHILE S.A.
316,,,0.0,"Not related to any category, appears to be maintenance description or invoice...",S-MD30 TERCERA MANTENCION,DIFOR CHILE S.A.
317,,,0.0,"Not related to any category, appears to be maintenance description or invoice...","SCO-MO 13? REVISI?N DE MANTENCI?N, CAMBIAR PLUM",DIFOR CHILE S.A.
318,,,0.0,"Not related to any category, appears to be maintenance description or invoice...",SCO-MO CAMBIAR ESPEJO RETROVISOR DERECHO,DIFOR CHILE S.A.
327,,ADM-2.1,0.9,Insurance related to vehicle coverage,Periodo de Cobertura enero 2025,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
329,,,0.0,Not related to any dairy farm categories,COPLA PVC-H CEM 63MM.,COMERCIAL CLIMENT SPA
330,,,0.0,Not related to any dairy farm categories,BUJE RED.CORTO PVC-H 63 X 50,COMERCIAL CLIMENT SPA
331,,,0.0,Not related to any dairy farm categories,"HELIFLEX LIVIANA C/ANILLO 1,1/4"" (32MM)",COMERCIAL CLIMENT SPA
332,,,0.0,Not related to any dairy farm categories,ABRAZADERA C/PERNO T-510 (62-67),COMERCIAL CLIMENT SPA
333,,,0.0,Not related to any dairy farm categories,"UNION PLASTICA 1""",COMERCIAL CLIMENT SPA
334,,,0.0,"No matches any category, likely construction materials unrelated to dairy far...","UNION PLASTICA 1,1/4""",COMERCIAL CLIMENT SPA
335,,,0.0,"No matches any category, likely construction materials unrelated to dairy far...","UNION PLASTICA 1,1/2""",COMERCIAL CLIMENT SPA
336,,,0.0,"No matches any category, likely construction materials unrelated to dairy far...","TERMINAL HI PLASTICO 1,1/4""",COMERCIAL CLIMENT SPA
337,,,0.0,"No matches any category, likely construction materials unrelated to dairy far...","TERMINAL HI PLASTICO 1,1/2""",COMERCIAL CLIMENT SPA
338,,,0.0,"No matches any category, likely construction materials unrelated to dairy far...","NIPLE PLAST.BCO.HE HE 1""",COMERCIAL CLIMENT SPA
339,,,0.0,Not related to any dairy farm categories,"NIPLE PLAST.BCO.HE HE 1,1/4""",COMERCIAL CLIMENT SPA
340,,,0.0,Not related to any dairy farm categories,"NIPLE PLAST.BCO.HE HE 1,1/2""",COMERCIAL CLIMENT SPA
341,,,0.0,Not related to any dairy farm categories,"ABRAZADERA CREM. 3/4""",COMERCIAL CLIMENT SPA
342,,,0.0,Not related to any dairy farm categories,"ABRAZADERA CREM. 2"" (40-64)",COMERCIAL CLIMENT SPA
343,,,0.0,Not related to any dairy farm categories,"UNION PLASTICA 2 X 1,1/2""",COMERCIAL CLIMENT SPA
344,,,0.0,No matches any category related to dairy farm operations.,"BUSHING PLAST.BCO.HI HE 2 X 1,1/2""",COMERCIAL CLIMENT SPA
345,,,0.0,No matches any category related to dairy farm operations.,"COLLAR ARRANQUE PVC P/PVC 40 X 1""",COMERCIAL CLIMENT SPA
346,,,0.0,No matches any category related to dairy farm operations.,"COLLAR ARRANQUE PVC P/PVC 63 X 1""",COMERCIAL CLIMENT SPA
