row_id,input_id,source_file,period,folio,nro_lin_det,direction,invoice_date,document_type,provider_rut,provider_giro,item_text,description,provider,farm,meter_code,amount,unit_price,xml_document_kind,source,prediction,top1,margin,entropy,decision,reason,top3,model_prediction,model_top1,lookup_conflict,exact_known_truth,exact_known_consistent,risk_flags
43,COMPRAS|776387495|377|1,DTE_033_000000000377_776387495.xml,2025-01,377,1,COMPRAS,2025-01-21,33,776387495,CRIA DE GANADO BOVINO PARA LA PRODUCCION LECHERA,Traje porta cuchillos y v,modelo PRO,CUIDATUVACA SPA,,,25000,25000.00,Documento,model,EXP-16.1,0.852859,0.780963,0.726089,auto_accept,,EXP-16.1:0.8529;EXP-16.2:0.0719;EXP-11.5:0.0181,EXP-16.1,0.852859,False,,,novel_model_auto_accept
47,COMPRAS|113968990|454|3,DTE_033_000000000454_113968990.xml,2025-01,454,3,COMPRAS,2025-01-31,33,113968990,SERV MECANICOS A TERRENO Y REPARACION DE BOMBAS INYECTORAS,Kit Carbones,,HECTOR PATRICIO RIVERA BURGOS,,,110870,110870.00,Documento,model,EXP-16.2,0.786918,0.743365,1.134215,auto_accept,,EXP-16.2:0.7869;EXP-10.4:0.0436;EXP-10.1:0.0353,EXP-16.2,0.786918,False,,,novel_model_auto_accept
63,COMPRAS|770334063|1125|2,DTE_033_000000001125_770334063.xml,2025-01,1125,2,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,aceite motul,,MULTIMOTOS OSORNO SPA,,,52689,17563.00,Documento,model,EXP-13.2,0.84264,0.810689,0.774238,auto_accept,,EXP-13.2:0.8426;EXP-11.4:0.0320;EXP-11.3:0.0299,EXP-13.2,0.84264,False,,,novel_model_auto_accept
64,COMPRAS|770334063|1125|3,DTE_033_000000001125_770334063.xml,2025-01,1125,3,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,filtro de aceite,,MULTIMOTOS OSORNO SPA,,,8320,8320.00,Documento,model,EXP-13.2,0.806785,0.707528,0.8404,auto_accept,,EXP-13.2:0.8068;EXP-13.3:0.0993;EXP-11.3:0.0225,EXP-13.2,0.806785,False,,,novel_model_auto_accept
65,COMPRAS|770334063|1125|4,DTE_033_000000001125_770334063.xml,2025-01,1125,4,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,aceite corona,,MULTIMOTOS OSORNO SPA,,,3277,3277.00,Documento,model,EXP-13.2,0.795543,0.739711,0.950745,auto_accept,,EXP-13.2:0.7955;EXP-11.3:0.0558;EXP-11.4:0.0388,EXP-13.2,0.795543,False,,,novel_model_auto_accept
72,COMPRAS|767353502|1836|1,DTE_033_000000001836_767353502.xml,2025-01,1836,1,COMPRAS,2025-01-21,33,767353502,EXCAVACIONES MOVIMIENTO TIERRA Y PREP TERRENOS,ARRIENDO MAQUINARIA,EXCAVADORA,GEO PARTNER SPA,,,405000,45000.000000,Documento,model,EXP-15.4,0.802653,0.636435,0.667709,auto_accept,,EXP-15.4:0.8027;EXP-14.1:0.1662;ADM-1.3:0.0075,EXP-15.4,0.802653,False,,,novel_model_auto_accept
81,COMPRAS|766721397|3342|1,DTE_033_000000003342_766721397.xml,2025-01,3342,1,COMPRAS,2025-01-27,33,766721397,SERV COMPUTACIO. ASES.INFORMATICA PROVEED INTERNET-ARRIENDO EQUIPOS,Servicios de internet,"Rural Titán 15Mbps/10Mbps, MES DE FEBRERO DE 2025",NETSKY SPA,,,39990,39990.00,Documento,model,ADM-1.2,0.977737,0.974067,0.175197,auto_accept,,ADM-1.2:0.9777;EXP-13.3:0.0037;ADM-1.6:0.0032,ADM-1.2,0.977737,False,,,novel_model_auto_accept
83,COMPRAS|764503287|3867|1,DTE_033_000000003867_764503287.xml,2025-01,3867,1,COMPRAS,2025-01-24,33,764503287,"COMERC.INSUMOS PARA NUTRICION ANIMAL Y VEGETAL, ELAB ALIMENT ANIMALES",Arriendo enero 25,,ADDVISE SPA,,,345416,345416.00,Documento,model,ADM-1.3,0.970839,0.958682,0.211716,auto_accept,,ADM-1.3:0.9708;EXP-15.4:0.0122;EXP-14.1:0.0018,ADM-1.3,0.970839,False,,,novel_model_auto_accept
120,COMPRAS|761757865|23230|4,DTE_033_000000023230_761757865.xml,2025-01,23230,4,COMPRAS,2025-01-02,33,761757865,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",FILTRO LECHE JUMBO 100 UND 150 X 800 MM,,GEA Farm Technologies Osorno Ltda.,,,148074,185092,Documento,model,EXP-10.1,0.750333,0.644498,1.05191,auto_accept,,EXP-10.1:0.7503;EXP-10.4:0.1058;EXP-2.4:0.0619,EXP-10.1,0.750333,False,,,novel_model_auto_accept
122,COMPRAS|761757865|23329|2,DTE_033_000000023329_761757865.xml,2025-01,23329,2,COMPRAS,2025-01-21,33,761757865,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",FILTRO LECHE 75 MM * 800 SE - 200 UN,,GEA Farm Technologies Osorno Ltda.,,,85516,106895,Documento,model,EXP-10.1,0.752352,0.637522,1.032462,auto_accept,,EXP-10.1:0.7524;EXP-10.4:0.1148;EXP-2.4:0.0548,EXP-10.1,0.752352,False,,,novel_model_auto_accept
137,COMPRAS|762585154|23715|1,DTE_033_000000023715_762585154.xml,2025-01,23715,1,COMPRAS,2025-01-07,33,762585154,SERVICIOS INTEGRALES DE INFORMATICA,FACTURACION ELECTRONICA,GestionDTE Facturas Periodo Enero de 2025,AUDISOFT SPA,,,38434,38434.030000,Documento,model,ADM-1.8,0.98763,0.986516,0.107308,auto_accept,,ADM-1.8:0.9876;EXP-14.1:0.0011;EXP-11.1:0.0010,ADM-1.8,0.98763,False,,,novel_model_auto_accept
138,COMPRAS|762585154|23715|2,DTE_033_000000023715_762585154.xml,2025-01,23715,2,COMPRAS,2025-01-07,33,762585154,SERVICIOS INTEGRALES DE INFORMATICA,LICENCIA AUDISOFT,Audisoft Basico Periodo Enero de 2025,AUDISOFT SPA,,,192170,38434.030000,Documento,model,ADM-1.8,0.969971,0.963966,0.219181,auto_accept,,ADM-1.8:0.9700;ADM-2.2:0.0060;EXP-13.3:0.0031,ADM-1.8,0.969971,False,,,novel_model_auto_accept
139,COMPRAS|760714208|000041207|1,DTE_033_000000041207_760714208.xml,2025-01,000041207,1,COMPRAS,2025-01-06,33,760714208,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,Semen Bovino Carne Convencional SHRIMPTONS HILL,,ABS CHILE LIMITADA,,,131820,6591,Documento,model,EXP-3.1,0.954502,0.942465,0.316919,auto_accept,,EXP-3.1:0.9545;EXP-8.4:0.0120;EXP-2.2:0.0047,EXP-3.1,0.954502,False,,,novel_model_auto_accept
140,COMPRAS|760714208|000041208|1,DTE_033_000000041208_760714208.xml,2025-01,000041208,1,COMPRAS,2025-01-06,33,760714208,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,Semen Bovino Carne Convencional SHRIMPTONS HILL,,ABS CHILE LIMITADA,,,131820,6591,Documento,model,EXP-3.1,0.954502,0.942465,0.316919,auto_accept,,EXP-3.1:0.9545;EXP-8.4:0.0120;EXP-2.2:0.0047,EXP-3.1,0.954502,False,,,novel_model_auto_accept
141,COMPRAS|760714208|000041209|1,DTE_033_000000041209_760714208.xml,2025-01,000041209,1,COMPRAS,2025-01-06,33,760714208,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,Semen Bovino Carne Convencional SHRIMPTONS HILL,,ABS CHILE LIMITADA,,,197730,6591,Documento,model,EXP-3.1,0.954502,0.942465,0.316919,auto_accept,,EXP-3.1:0.9545;EXP-8.4:0.0120;EXP-2.2:0.0047,EXP-3.1,0.954502,False,,,novel_model_auto_accept
142,COMPRAS|760714208|000041209|2,DTE_033_000000041209_760714208.xml,2025-01,000041209,2,COMPRAS,2025-01-06,33,760714208,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,Implementos para Inseminacion Sheaths Blue IMV,,ABS CHILE LIMITADA,,,7490,7490,Documento,model,EXP-3.1,0.96179,0.956267,0.284048,auto_accept,,EXP-3.1:0.9618;EXP-8.4:0.0055;EXP-2.5:0.0044,EXP-3.1,0.96179,False,,,novel_model_auto_accept
154,COMPRAS|762599570|190141|1,DTE_033_000000190141_762599570.xml,2025-01,190141,1,COMPRAS,2025-01-16,33,762599570,SERVICENTRO,DIESEL B,,ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,,,48177,851.13,Documento,model,EXP-11.3,0.964926,0.961164,0.268479,auto_accept,,EXP-11.3:0.9649;EXP-16.2:0.0038;EXP-1.1:0.0034,EXP-11.3,0.964926,False,,,novel_model_auto_accept
161,COMPRAS|66554732|204210|4,DTE_033_000000204210_66554732.xml,2025-01,204210,4,COMPRAS,2025-01-03,33,66554732,Ferretería,ASPERSOR DE IMPACTO PLASTICO NB2101 -@,ASPERSOR DE IMPACTO PLASTICO NB2101 -@,DORIS IVONNE CASTILLO KANTER,,96685810,1597,1597,Documento,model,EXP-9.2,0.872299,0.838642,0.753374,auto_accept,,EXP-9.2:0.8723;EXP-14.3:0.0337;EXP-5.2:0.0160,EXP-9.2,0.872299,False,,,novel_model_auto_accept
327,COMPRAS|990120005|622975|2,DTE_033_000000622975_990120005.xml,2025-01,622975,2,COMPRAS,2025-01-07,33,990120005,Seguros de Vida,Periodo de Cobertura enero 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,,26375,,Documento,model,ADM-2.2,0.960177,0.941194,0.260394,auto_accept,,ADM-2.2:0.9602;ADM-1.4:0.0190;ADM-1.5:0.0033,ADM-2.2,0.960177,False,,,novel_model_auto_accept
334,COMPRAS|864906001|649692|2,DTE_033_000000649692_864906001.xml,2025-01,649692,2,COMPRAS,2025-01-17,33,864906001,"Venta al por mayor de Materiales de Construccion,","UNION PLASTICA 1,1/4""",,COMERCIAL CLIMENT SPA,,1776419,1150,605.26,Documento,model,EXP-14.3,0.771071,0.705976,1.029531,auto_accept,,EXP-14.3:0.7711;EXP-14.2:0.0651;EXP-9.2:0.0452,EXP-14.3,0.771071,False,,,novel_model_auto_accept
335,COMPRAS|864906001|649692|3,DTE_033_000000649692_864906001.xml,2025-01,649692,3,COMPRAS,2025-01-17,33,864906001,"Venta al por mayor de Materiales de Construccion,","UNION PLASTICA 1,1/2""",,COMERCIAL CLIMENT SPA,,1776419,1405,739.47,Documento,model,EXP-14.3,0.762843,0.697736,1.05498,auto_accept,,EXP-14.3:0.7628;EXP-14.2:0.0651;EXP-9.2:0.0531,EXP-14.3,0.762843,False,,,novel_model_auto_accept
357,COMPRAS|864906001|650668|3,DTE_033_000000650668_864906001.xml,2025-01,650668,3,COMPRAS,2025-01-24,33,864906001,"Venta al por mayor de Materiales de Construccion,",WD-40 187CC. 52025 (20% ADICIONAL),,COMERCIAL CLIMENT SPA,,1777395,5131,5131.21,Documento,model,EXP-7.0,0.803589,0.685005,0.828029,auto_accept,,EXP-7.0:0.8036;EXP-13.1:0.1186;EXP-9.2:0.0168,EXP-7.0,0.803589,False,,,novel_model_auto_accept
361,COMPRAS|767434928|1081833|1,DTE_033_000001081833_767434928.xml,2025-01,1081833,1,COMPRAS,2025-01-06,33,767434928,PLANES DE SEGUROS GENERALES,Pago cuota 6. Póliza Vehiculos,300440510,REALE CHILE SEGUROS GENERALES S.A.,,,91521,91521,Documento,model,ADM-2.1,0.965187,0.956625,0.225234,auto_accept,,ADM-2.1:0.9652;ADM-1.4:0.0086;EXP-13.2:0.0084,ADM-2.1,0.965187,False,,,novel_model_auto_accept
362,COMPRAS|770711002|1133678|1,DTE_033_000001133678_770711002.xml,2025-01,1133678,1,COMPRAS,2025-01-08,33,770711002,FERRETERIA,TUBO PVC COLECTOR CI 400 MM VINILIT,TUBO PVC COLECTOR CI 400 MM VINILIT,COMERCIAL HARCHA SPA,,C96685810-9,420235,210117,Documento,model,EXP-14.3,0.838558,0.79997,0.908707,auto_accept,,EXP-14.3:0.8386;ADM-1.6:0.0386;EXP-6.5:0.0155,EXP-14.3,0.838558,False,,,novel_model_auto_accept
369,COMPRAS|770711002|1137181|7,DTE_033_000001137181_770711002.xml,2025-01,1137181,7,COMPRAS,2025-01-20,33,770711002,FERRETERIA,WD-40 226 GRS,WD-40 226 GRS,COMERCIAL HARCHA SPA,,C96685810-9,5828,5828,Documento,model,EXP-7.0,0.936316,0.904207,0.366665,auto_accept,,EXP-7.0:0.9363;EXP-13.1:0.0321;EXP-10.3:0.0073,EXP-7.0,0.936316,False,,,novel_model_auto_accept
423,COMPRAS|967895202|1485659|1,DTE_033_000001485659_967895202.xml,2025-01,1485659,1,COMPRAS,2025-01-03,33,967895202,COMERCIALIZADORA DE INSUMOS AGRICOLAS,PENCIVET X 1 FCO. -____,____,FEROSOR AGRICOLA S.A.,,,12248,6656.52,Documento,model,EXP-2.5,0.84963,0.778541,0.6362,auto_accept,,EXP-2.5:0.8496;EXP-3.1:0.0711;EXP-10.3:0.0408,EXP-2.5,0.84963,False,,,novel_model_auto_accept
434,COMPRAS|871611009|2853135|1,DTE_033_000002853135_871611009.xml,2025-01,2853135,1,COMPRAS,2025-01-09,33,871611009,Servicio de Television Satelital,Programación Principal,,DIRECTV Chile TelevisiÃ³n Limitada,,000124725312,32650,,Documento,model,ADM-1.2,0.979636,0.975218,0.159167,auto_accept,,ADM-1.2:0.9796;EXP-1.1:0.0044;EXP-13.3:0.0025,ADM-1.2,0.979636,False,,,novel_model_auto_accept
435,COMPRAS|871611009|2853135|2,DTE_033_000002853135_871611009.xml,2025-01,2853135,2,COMPRAS,2025-01-09,33,871611009,Servicio de Television Satelital,Decodificadores Adicionales,,DIRECTV Chile TelevisiÃ³n Limitada,,000124725312,0,,Documento,model,ADM-1.2,0.975661,0.97093,0.185491,auto_accept,,ADM-1.2:0.9757;EXP-13.3:0.0047;EXP-1.1:0.0028,ADM-1.2,0.975661,False,,,novel_model_auto_accept
436,COMPRAS|871611009|2853135|3,DTE_033_000002853135_871611009.xml,2025-01,2853135,3,COMPRAS,2025-01-09,33,871611009,Servicio de Television Satelital,Otros Cargos,,DIRECTV Chile TelevisiÃ³n Limitada,,000124725312,1800,,Documento,model,ADM-1.2,0.990045,0.988493,0.087437,auto_accept,,ADM-1.2:0.9900;EXP-13.3:0.0016;EXP-9.2:0.0012,ADM-1.2,0.990045,False,,,novel_model_auto_accept
440,COMPRAS|97080000K|3173256|1,DTE_033_000003173256_97080000K.xml,2025-01,3173256,1,COMPRAS,2025-01-08,33,97080000K,BANCO COMERCIAL,Comisión por Transferencia Electrónica d,,BANCO BICE,,,384,384,Documento,model,ADM-1.8,0.76221,0.704261,1.204966,auto_accept,,ADM-1.8:0.7622;ADM-1.7:0.0579;EXP-11.1:0.0372,ADM-1.8,0.76221,False,,,novel_model_auto_accept
441,COMPRAS|97080000K|3174617|1,DTE_033_000003174617_97080000K.xml,2025-01,3174617,1,COMPRAS,2025-01-10,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº7 del contrato Nº32799-1,,BANCO BICE,,,3256429,3256429,Documento,model,ADM-1.7,0.848525,0.815964,0.802391,auto_accept,,ADM-1.7:0.8485;ADM-1.4:0.0326;ADM-1.5:0.0256,ADM-1.7,0.848525,False,,,novel_model_auto_accept
442,COMPRAS|97080000K|3183740|1,DTE_033_000003183740_97080000K.xml,2025-01,3183740,1,COMPRAS,2025-01-20,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº10 del contrato Nº32326-1,,BANCO BICE,,,3967703,3967703,Documento,model,ADM-1.7,0.838188,0.805267,0.844519,auto_accept,,ADM-1.7:0.8382;ADM-1.4:0.0329;ADM-1.5:0.0283,ADM-1.7,0.838188,False,,,novel_model_auto_accept
444,COMPRAS|97080000K|3185771|1,DTE_033_000003185771_97080000K.xml,2025-01,3185771,1,COMPRAS,2025-01-23,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº1 del contrato Nº34350-1,,BANCO BICE,,,1487279,1487279,Documento,model,ADM-1.7,0.818374,0.782046,0.919726,auto_accept,,ADM-1.7:0.8184;ADM-1.4:0.0363;ADM-1.5:0.0353,ADM-1.7,0.818374,False,,,novel_model_auto_accept
445,COMPRAS|97080000K|3186523|1,DTE_033_000003186523_97080000K.xml,2025-01,3186523,1,COMPRAS,2025-01-27,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº32 del contrato Nº22338-1,,BANCO BICE,,,741955,741955,Documento,model,ADM-1.7,0.834502,0.798967,0.856455,auto_accept,,ADM-1.7:0.8345;ADM-1.4:0.0355;ADM-1.5:0.0295,ADM-1.7,0.834502,False,,,novel_model_auto_accept
446,COMPRAS|97080000K|3186537|1,DTE_033_000003186537_97080000K.xml,2025-01,3186537,1,COMPRAS,2025-01-27,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº27 del contrato Nº23221-2,,BANCO BICE,,,2106369,2106369,Documento,model,ADM-1.7,0.847225,0.813321,0.802001,auto_accept,,ADM-1.7:0.8472;ADM-1.4:0.0339;ADM-1.5:0.0253,ADM-1.7,0.847225,False,,,novel_model_auto_accept
447,COMPRAS|97080000K|3187085|1,DTE_033_000003187085_97080000K.xml,2025-01,3187085,1,COMPRAS,2025-01-27,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº1 del contrato Nº34359-1,,BANCO BICE,,,2816710,2816710,Documento,model,ADM-1.7,0.826798,0.791212,0.885744,auto_accept,,ADM-1.7:0.8268;ADM-1.4:0.0356;ADM-1.5:0.0327,ADM-1.7,0.826798,False,,,novel_model_auto_accept
448,COMPRAS|97080000K|3187696|1,DTE_033_000003187696_97080000K.xml,2025-01,3187696,1,COMPRAS,2025-01-30,33,97080000K,BANCO COMERCIAL,Renta de Arrendamiento Nº68 del contrato Nº16380-1,,BANCO BICE,,,4072992,4072992,Documento,model,ADM-1.7,0.831322,0.793344,0.871686,auto_accept,,ADM-1.7:0.8313;ADM-1.4:0.0380;ADM-1.5:0.0295,ADM-1.7,0.831322,False,,,novel_model_auto_accept
449,COMPRAS|868872004|3231248|1,DTE_033_000003231248_868872004.xml,2025-01,3231248,1,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 36,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,30200,30200.000000,Documento,model,EXP-16.1,0.948415,0.931962,0.326532,auto_accept,,EXP-16.1:0.9484;EXP-16.2:0.0165;EXP-11.5:0.0090,EXP-16.1,0.948415,False,,,novel_model_auto_accept
450,COMPRAS|868872004|3231248|2,DTE_033_000003231248_868872004.xml,2025-01,3231248,2,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 37,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,30200,30200.000000,Documento,model,EXP-16.1,0.949312,0.933495,0.322086,auto_accept,,EXP-16.1:0.9493;EXP-16.2:0.0158;EXP-11.5:0.0089,EXP-16.1,0.949312,False,,,novel_model_auto_accept
451,COMPRAS|868872004|3231248|3,DTE_033_000003231248_868872004.xml,2025-01,3231248,3,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 40,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,90600,30200.000000,Documento,model,EXP-16.1,0.950344,0.934833,0.316318,auto_accept,,EXP-16.1:0.9503;EXP-16.2:0.0155;EXP-11.5:0.0088,EXP-16.1,0.950344,False,,,novel_model_auto_accept
452,COMPRAS|868872004|3231248|4,DTE_033_000003231248_868872004.xml,2025-01,3231248,4,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 41,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,60400,30200.000000,Documento,model,EXP-16.1,0.949798,0.933956,0.319435,auto_accept,,EXP-16.1:0.9498;EXP-16.2:0.0158;EXP-11.5:0.0088,EXP-16.1,0.949798,False,,,novel_model_auto_accept
453,COMPRAS|868872004|3231248|5,DTE_033_000003231248_868872004.xml,2025-01,3231248,5,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 42,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,60400,30200.000000,Documento,model,EXP-16.1,0.9497,0.933697,0.319805,auto_accept,,EXP-16.1:0.9497;EXP-16.2:0.0160;EXP-11.5:0.0088,EXP-16.1,0.9497,False,,,novel_model_auto_accept
454,COMPRAS|868872004|3231248|6,DTE_033_000003231248_868872004.xml,2025-01,3231248,6,COMPRAS,2025-01-09,33,868872004,DISTRIBUCION DE ARTICULOS DE SEGURIDAD,BOTIN NORSEG NS586 PRO CAFÉ 43,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,,,30200,30200.000000,Documento,model,EXP-16.1,0.948879,0.932564,0.324038,auto_accept,,EXP-16.1:0.9489;EXP-16.2:0.0163;EXP-11.5:0.0090,EXP-16.1,0.948879,False,,,novel_model_auto_accept
