gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00986,EXP-11.4,EXP-11.4,EXP-11.4,silver_audit,model,review_required,low_confidence,True,True,0.21391093730926514,0.06877104938030243,COMPRAS,V-POWER Gasolina 97 octanos sp,IE Base: 418.5060 - IE Variable: 68.1328,INVERSIONES ENEX S.A.,False,EXP-11.4;EXP-9.1;ADM-1.4,[COMPRAS] | V-POWER Gasolina 97 octanos sp | IE Base: 418.5060 - IE Variable: 68.1328 | INVERSIONES ENEX S.A.,,review_required,low_confidence
SA-00309,EXP-11.5,EXP-11.5,EXP-11.5,silver_audit,model,review_required,weak_class,True,True,0.9565445780754089,0.9342290740460157,COMPRAS,CARGA GAS 15 KG,,RICARDO GERMAN OSWALD BUCHNER,False,EXP-11.5;ADM-1.4;EXP-16.2,[COMPRAS] | CARGA GAS 15 KG | RICARDO GERMAN OSWALD BUCHNER,,review_required,weak_class
SA-00315,EXP-11.5,EXP-11.5,EXP-11.5,silver_audit,model,review_required,weak_class,True,True,0.8691598176956177,0.7648060172796249,COMPRAS,BALON GAS DESECHABLE 190 GR PROVIDUS -@,BALON GAS DESECHABLE 190 GR PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,False,EXP-11.5;EXP-16.2;EXP-11.4,[COMPRAS] | BALON GAS DESECHABLE 190 GR PROVIDUS -@ | BALON GAS DESECHABLE 190 GR PROVIDUS -@ | DORIS IVONNE CASTILLO KANTER,,review_required,weak_class
SA-00009,EXP-12.2,EXP-12.2,EXP-12.2,silver_audit,model,review_required,low_confidence,True,True,0.4968268871307373,0.38922180235385895,COMPRAS,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-12.2;EXP-8.2;EXP-8.4,[COMPRAS] | LEUCOSIS ELISA SUERO POOL 10 MUESTRAS | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,low_confidence
SA-00092,EXP-13.1,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,True,True,0.4411117434501648,0.33640724420547485,COMPRAS,ACEITE DE CADENA LTS,ACEITE DE CADENA LTS,LIDIA ANGELICA SANHUEZA FUENTES,False,EXP-13.1;EXP-2.2;EXP-16.2,[COMPRAS] | ACEITE DE CADENA LTS | ACEITE DE CADENA LTS | LIDIA ANGELICA SANHUEZA FUENTES,,review_required,low_confidence
SA-00102,EXP-13.1,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,True,True,0.29804694652557373,0.029519975185394287,COMPRAS,MANO DE OBRA SERVICIO TECNICO GILTRAP,MANO DE OBRA SERVICIO TECNICO GILTRAP,GALLAGHER CHILE SPA,False,EXP-13.1;EXP-14.4;EXP-14.2,[COMPRAS] | MANO DE OBRA SERVICIO TECNICO GILTRAP | MANO DE OBRA SERVICIO TECNICO GILTRAP | GALLAGHER CHILE SPA,,review_required,low_confidence
SA-00606,EXP-13.3,EXP-13.3,EXP-13.3,file_audit,model,review_required,low_confidence,True,True,0.307587593793869,0.22273503243923187,COMPRAS,"SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL","A@SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL",DIFOR CHILE S.A.,False,EXP-13.3;EXP-1.1;EXP-14.4,"[COMPRAS] | SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL | A@SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL | DIFOR CHILE S.A.",,review_required,low_confidence
SA-00614,EXP-13.3,EXP-13.3,EXP-13.3,file_audit,model,review_required,low_confidence,True,True,0.3658056855201721,0.2770169824361801,COMPRAS,"SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR","A@SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR",DIFOR CHILE S.A.,False,EXP-13.3;EXP-1.1;EXP-4.2,"[COMPRAS] | SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR | A@SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR | DIFOR CHILE S.A.",,review_required,low_confidence
SA-00907,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,True,True,0.14115184545516968,0.02659554034471512,COMPRAS,Reparación camino vecinal,Con material integral y maquinaria.,TRANSPORTES G & G SPA,False,EXP-14.1;EXP-13.2;EXP-10.1,[COMPRAS] | Reparación camino vecinal | Con material integral y maquinaria. | TRANSPORTES G & G SPA,,review_required,low_confidence
SA-00915,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,transport_line_requires_freight_review,True,True,0.6625656485557556,0.6056643575429916,COMPRAS,TRASLADO DE MATERIAL,DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM,TRANSPORTES PINILLA SPA,False,EXP-14.1;EXP-10.1;EXP-13.1,[COMPRAS] | TRASLADO DE MATERIAL | DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM | TRANSPORTES PINILLA SPA,transport_line_requires_freight_review,review_required,transport_line_requires_freight_review
SA-00117,EXP-14.4,EXP-14.4,EXP-14.4,silver_audit,model,review_required,transport_line_requires_freight_review,True,True,0.35420796275138855,0.1285221427679062,COMPRAS,TRASLADO EQUIPO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,False,EXP-14.4;EXP-10.1;EXP-14.1,[COMPRAS] | TRASLADO EQUIPO | MANTENCION INDUSTRIAL DEL SUR LIMITADA,transport_line_requires_freight_review,review_required,transport_line_requires_freight_review
SA-00584,EXP-14.4,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,True,True,0.6929980516433716,0.6168751269578934,COMPRAS,ESM.AGUA SATIN BLANCO 1X5GL,,PINTURAS BARENDS SpA,False,EXP-14.4;EXP-16.2;ADM-1.6,[COMPRAS] | ESM.AGUA SATIN BLANCO 1X5GL | PINTURAS BARENDS SpA,,review_required,low_confidence
SA-00593,EXP-14.4,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,True,True,0.7465828657150269,0.7126405201852322,COMPRAS,Trabajos elctricos fundo,Maitn,ALBERTO JESUS LARA GUZMAN,False,EXP-14.4;EXP-9.2;EXP-10.4,[COMPRAS] | Trabajos elctricos fundo | Maitn | ALBERTO JESUS LARA GUZMAN,,review_required,low_confidence
MA-02966,EXP-15.2,EXP-15.2,EXP-15.2,manual_raw_starving_audit,model,review_required,weak_class,True,True,0.920392632484436,0.9096869146451354,COMPRAS,PODOLOGÍA CLINICA BOVINA,Servicio realizado 25 abril 2025 por Roberto Molina,MOLINA MANNS SPA,False,EXP-15.2;EXP-10.1;EXP-11.3,[COMPRAS] | PODOLOGÍA CLINICA BOVINA | Servicio realizado 25 abril 2025 por Roberto Molina | MOLINA MANNS SPA,,review_required,weak_class
SA-00795,EXP-15.3,EXP-15.3,EXP-15.3,silver_audit,model,review_required,low_confidence,True,True,0.39088958501815796,0.07929795980453491,COMPRAS,Traslado de vacas desde,El Maitén a Feria Paillaco,JUAN ANGEL ANIBAL VERGARA OBANDO,False,EXP-15.3;EXP-10.2;EXP-15.2,[COMPRAS] | Traslado de vacas desde | El Maitén a Feria Paillaco | JUAN ANGEL ANIBAL VERGARA OBANDO,,review_required,low_confidence
SA-00572,EXP-15.4,EXP-15.4,EXP-15.4,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.4421330392360687,0.05624699592590332,COMPRAS,ARRIENDO EXCAVADORA,"3,9 HRS. x $50.000.-",JUAN ALBERTO MIRANDA REYES,False,EXP-15.4;EXP-14.1;ADM-1.3,"[COMPRAS] | ARRIENDO EXCAVADORA | 3,9 HRS. x $50.000.- | JUAN ALBERTO MIRANDA REYES",,review_required,low_confidence
SA-00558,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.926687479019165,0.900632843375206,COMPRAS,GUANTE CABRITILLA SIN FORRO TIPO A,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,False,EXP-16.1;EXP-16.2;EXP-11.5,[COMPRAS] | GUANTE CABRITILLA SIN FORRO TIPO A | COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
SA-00559,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.70201176404953,0.5739938914775848,COMPRAS,Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u),,SOCIEDAD COMERCIAL SOFLO SPA,False,EXP-16.1;EXP-16.2;EXP-2.6,[COMPRAS] | Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u) | SOCIEDAD COMERCIAL SOFLO SPA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
MA-10118,EXP-4.1,EXP-4.1,EXP-4.1,manual_raw_starving_audit,model,review_required,low_confidence,True,True,0.7046669125556946,0.6377663165330887,COMPRAS,ADITIVO SILOSOLVE MC -ANASAC_100grs_____,ANASAC_100grs_____,FEROSOR AGRICOLA S.A.,False,EXP-4.1;EXP-4.2;EXP-5.4,[COMPRAS] | ADITIVO SILOSOLVE MC -ANASAC_100grs_____ | ANASAC_100grs_____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00889,EXP-4.1,EXP-4.1,EXP-4.1,silver_audit,model,review_required,low_confidence,True,True,0.6256791353225708,0.5481062904000282,COMPRAS,CULTIVO SILO RASTRA,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-4.1;EXP-5.4;EXP-14.4,[COMPRAS] | CULTIVO SILO RASTRA | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
RG-01057,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.46207940578460693,0.11233443021774292,COMPRAS,Bolos demaihue,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | Bolos demaihue | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
RG-01060,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.6735339164733887,0.42584994435310364,COMPRAS,CONFECCIÃN BOLOS PRADERA,CONFECCIÃN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | CONFECCIÃN BOLOS PRADERA | CONFECCIÃN bolos 196 totales | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00500,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.5946784615516663,0.40488702058792114,COMPRAS,BOLOS SILO YUTRECO,Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-5.4;EXP-4.3,[COMPRAS] | BOLOS SILO YUTRECO | Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00503,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.7278239727020264,0.5424140095710754,COMPRAS,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-12.1,[COMPRAS] | Conf.. bolos tineo | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
SA-00767,EXP-4.2,EXP-4.2,EXP-4.2,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.5284457206726074,0.21344658732414246,COMPRAS,BOLOS FUTRONO,Bolos futrono 149,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | BOLOS FUTRONO | Bolos futrono 149 | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
RG-01065,EXP-5.1,EXP-5.1,EXP-5.1,file_audit,model,review_required,weak_class,True,True,0.7316660284996033,0.5353675186634064,COMPRAS,MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ,,COMPAÃÃA AGROPECUARIA COPEVAL S.A.,False,EXP-5.1;EXP-5.3;EXP-6.1,[COMPRAS] | MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ | COMPAÃÃA AGROPECUARIA COPEVAL S.A.,,review_required,weak_class
SA-00403,EXP-6.2,EXP-6.2,EXP-6.2,file_audit,model,review_required,low_confidence,True,True,0.7291734218597412,0.6776004023849964,COMPRAS,SMARTBLUE X 25 KG,SMARTBLUE X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-6.2;EXP-5.3;EXP-5.5,[COMPRAS] | SMARTBLUE X 25 KG | SMARTBLUE X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00520,EXP-6.3,EXP-6.3,EXP-6.3,manual_taxonomy_resolution,model,review_required,weak_class,True,True,0.842773973941803,0.8174113817512989,COMPRAS,Aplicacin de cal,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-6.3;EXP-8.3;EXP-14.1,[COMPRAS] | Aplicacin de cal | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,weak_class
SA-00775,EXP-6.5,EXP-6.5,EXP-6.5,silver_audit,model,review_required,low_confidence,True,True,0.7034299969673157,0.5877945497632027,COMPRAS,YUTRECO,APLICACION FERTILIZANTE VITRAMAC 200 HA,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-6.5;EXP-6.1;EXP-15.5,[COMPRAS] | YUTRECO | APLICACION FERTILIZANTE VITRAMAC 200 HA | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00858,EXP-7.0,EXP-7.0,EXP-7.0,silver_audit,model,review_required,low_confidence,True,True,0.17945998907089233,0.07360664010047913,COMPRAS,SULFATO COBRE 1 KG. -____,____,FEROSOR AGRICOLA S.A.,False,EXP-7.0;EXP-2.4;EXP-10.1,[COMPRAS] | SULFATO COBRE 1 KG. -____ | ____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00342,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.6037218570709229,0.2540592849254608,COMPRAS,SEMILLA BALLICA COLUN 4X5 X 25 KG,SEMILLA BALLICA COLUN 4X5 AGRICOTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA COLUN 4X5 X 25 KG | SEMILLA BALLICA COLUN 4X5 AGRICOTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00352,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.4797387719154358,0.012837976217269897,COMPRAS,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00353,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.6495535373687744,0.3562942147254944,COMPRAS,SEMILLA BALLICA TAMA CTE X 25 KG,SEMILLA BALLICA TAMA CTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA TAMA CTE X 25 KG | SEMILLA BALLICA TAMA CTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00855,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.8395488858222961,0.7228700071573257,COMPRAS,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.1;EXP-11.2,[COMPRAS] | Electricidad consumida 6240 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00882,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.847141683101654,0.7365696206688881,COMPRAS,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.1;EXP-11.2,[COMPRAS] | Electricidad consumida 7620 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00391,EXP-9.2,EXP-9.2,EXP-9.2,silver_audit,model,review_required,low_confidence,True,True,0.2524004280567169,0.11513882875442505,COMPRAS,ASPERSOR METALICO 1 2 - EDR 116022 -@,ASPERSOR METALICO 1 2 - EDR 116022 -@,DORIS IVONNE CASTILLO KANTER,False,EXP-9.2;EXP-1.1;EXP-13.1,[COMPRAS] | ASPERSOR METALICO 1 2 - EDR 116022 -@ | ASPERSOR METALICO 1 2 - EDR 116022 -@ | DORIS IVONNE CASTILLO KANTER,,review_required,low_confidence
