gold_sha256,seed,split,gold_id,category_code,text,text_sha256
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-07197,ADM-1.4,[COMPRAS] | DETALLE | GASOLINA NU 1203| 31.646|L | COPEC S.A.,f50cb1095c735a46d747a4aa55a4793f4ab77a4589434b3c0cd8433a212e9eac
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-09198,ADM-1.4,[COMPRAS] | DETALLE | GASOLINA NU 1203| 29.764|L | COPEC S.A.,2d7921fbbbea52ab22acddce0f5369480603b7f2d1e3efa6637e319a259a51bf
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-11200,ADM-1.4,[COMPRAS] | DETALLE | GASOLINA NU 1203| 20.000|L | COPEC S.A.,86ec46e3abbe283ea7a183cd821270edc9524bc88c82d63b40405a1afe86d190
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-11840,ADM-1.4,[COMPRAS] | DETALLE | GASOLINA NU 1203| 20.100|L | COPEC S.A.,cf3a0b0d312ed42674ba78ca094f46f710bde6a3c0c536ecee40965320e5104e
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00584,ADM-1.4,[COMPRAS] | GASOLINA 93 | ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL,ba563bebbce0760f24a51cb08624c8e1d6ea491a48e68e9376f4591b86800d4e
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00018,ADM-1.4,[COMPRAS] | Venta de asiento | Venta de asiento | LATAM AIRLINES GROUP SA,8802a8ef7199b5c14b47e360b493c37fdb2db310bd6307444776f2bd1d0d45db
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00047,ADM-1.4,"[COMPRAS] | Gastos Cobranza | RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",6c1a6e1f44130c389efc5cd0f5768845b3f626d9c774efa7c01b674cfd5869f4
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00167,ADM-1.4,[COMPRAS] | Gastos Gestión Cobranzas | Sociedad Concesionaria Costanera Norte S.A.,e5cc5ed93863ba15626c08353969b33d132e6ff32db1a7d38e56ddbbb84eff92
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00651,ADM-1.4,[COMPRAS] | Recarga de Prepagos | Ruta de los Rios Sociedad Concesionaria S.A.,cdb9f8cc0eafc394b3c67ee0cdcc8a75b152894a8d7341a0d5b3c9c184187bf3
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00653,ADM-1.4,[COMPRAS] | Movilizacion - CHILLAN S.A. | CHILLAN S.A.,6d079f01a48ab8ebf766a653eb2d157c4df46044de807f14cc23cb3f6cd3ae5e
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00654,ADM-1.4,[COMPRAS] | 93 S/P | ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,ed9ab570fc5523427a5bd8ad58cd77c5dede4fe104ba8fa215320c160e43412e
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-01460,ADM-1.5,[COMPRAS] | Almuerzo | GASTRONOMICA PARRAGUEZ Y ASOCIADOS SPA,0bad19e9debbb438382cd765eac3e20ae2e5f9e3e4d23a63297aac91fe91d835
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-06760,ADM-1.5,[COMPRAS] | ALOJAMIENTO | THAMYKI SPA,6e8f4bb8f9bb5da10260b45739384486a1738c6bb043503ad6a5f6c476b7fce7
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-07587,ADM-1.5,[COMPRAS] | Almuerzo | LAS ACHIRAS SPA,2f9012bffd6d5416c673aca4234b36f673a23ea02f82456965a1eb9933b52658
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-07803,ADM-1.5,[COMPRAS] | Alojamiento / Rooms ( 1) | Hoteles Director Ltda.,f0ebead61097756c3d2e902c22923b55bb1e685f201875020e7d773d96f980e2
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-07805,ADM-1.5,[COMPRAS] | Frigobar / Minibar ( 1) | Hoteles Director Ltda.,bea774cdfed8f2df98570e7f84520e3a41df7563fcf570021f901d9f77a22a81
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,MA-08620,ADM-1.5,[COMPRAS] | Cena | MARIA JOSE GARCIA DE CECA LATUZ,862f893a802e3a72cdaadd42cfd0e90bc03de5738060c6be8ce138231dab75d0
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00536,ADM-1.5,[COMPRAS] | SERVICIO DE ALOJAMIENTO | COMERCIAL MAIFA LTDA.,d6508408ab14f46f77901971af41be3fec17fa10b43cb022dfb9e06449cbdb15
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00609,ADM-1.5,[COMPRAS] | ALMUERZO | CANAL BAJO SPA,0a449011a0dbc6435fbcca65190139079e8c91cd190bc610cc5e11d45eff1277
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-01023,ADM-1.5,[COMPRAS] | SERVICIOS DE ALOJAMIENTO | RESERVA ID 103631 HAB 109 - TPL Hotel Diego de Almagro Los Angeles DESDE 01-10-2025 A 02-10-2025 CRISTIAN ANGUITA YV | COMERCIAL MAIFA LTDA.,181cbb33f8abd894d494702e1dae78b7fd22fc55b99f7178a942bc851c8d3d7d
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00650,ADM-1.5,[COMPRAS] | ALMUERZOS | MINERVA RUTH ARELLANO VASQUEZ,d874f1b881279ca5de1e3168665f7ef43c4836174c143a70e07a16e9fc6493d2
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00811,ADM-1.5,[COMPRAS] | Alimentos y Bebidas ( 3) | TALBOT HOTELS S A,0aa6617504518221ab80cda95087fe806cfd3ea85599ba4072f7ffc6911cff7b
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00812,ADM-1.5,[COMPRAS] | cena | LAS ACHIRAS SPA,d98f5dc0db9cdc3607722a6453fdf79077b3c3ab3c784806cde3c84985a35540
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00813,ADM-1.5,[COMPRAS] | Alimentos y Bebidas / Food and Bev ( 1) | Hoteles Director Ltda.,0a44034176d8a578e1cf806be47a0d2eacffbc5d282572c73ea73952815e1d99
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00115,ADM-1.6,[COMPRAS] | RESMA HOJA CARTA PARA IMPRESORA | COOPRINSEM,635a793b2b6ff818328d6f10005a5047e54706c11ae05c511c9adda70d3ab54d
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00116,ADM-1.6,[COMPRAS] | BATERIA HP ORIGINAL HT03XL | COOPRINSEM,7da4c51616b54942bfa9f16853fec918466cb44234cd1165e4ada0695aadcaf8
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00117,ADM-1.6,[COMPRAS] | CABLE TIPO-C A HDMI 1.8M TM-100539 | COOPRINSEM,7e0d9bde1efa8b8e5b913ae0150c1d7b9f35f2e67eb5579b977ec875c311d0f7
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00118,ADM-1.6,[COMPRAS] | SERVICIOS + OFFICE | COOPRINSEM,b4c6e50f707874da880aaae013bd67661804e362887586fd403fb705667e0a04
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00525,ADM-1.6,[COMPRAS] | PAPEL HIGIENICO ECONOMICO 500 M ELITE | COLUN,b8e8ac1d5c201a5d6307d70f82133d3d3b90675f35b463c67dedfefe02ae1c9a
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-00624,ADM-1.6,[COMPRAS] | REGARGA AGUA PURIFICADA | PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.,0b86915935e155a120746c4cd6886f42f9d3abcbf92f743743c1c61149897178
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,RG-01085,ADM-1.6,[COMPRAS] | HIGIENICO 120 METROS X 8 UN 52120 | COOPRINSEM,a0284d630e0d86d47c92744da8ad4aa646e1acd2902295b10e152e661105922b
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00664,ADM-1.6,[COMPRAS] | LIMPIAPISOS LAVANDA 5L KLEINE | SODIMAC S.A.,79e83d69e24ffaffbcb2b4dd7d4bf89aecaa4c3a95aa054e2f0fd87545e4fb05
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00665,ADM-1.6,[COMPRAS] | MOPA MICROFIBRA SIN CABO RAYAS | SODIMAC S.A.,8c50bc2d47d707a3b1f8cdc24d8997d15cc70294f01724e5fd58e4de49f8763c
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00666,ADM-1.6,[COMPRAS] | CABO ACERO INOX EXT 120CM CUN0 | SODIMAC S.A.,755fe30f7f98a185112979b1573c2f85920c3b0f6f5b2c7615a5580fbd7447e5
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00667,ADM-1.6,[COMPRAS] | DEO AMB ELECT VAINILLA+REP GLADE 21 ML | 1.0 x 1 UN $7090 Bruto/$5958.0 Neto | RENDIC HERMANOS S.A.,7bd1149150b1f4833e5ad429e9064522484119d4c5ed068a902ae004baeeda75
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00669,ADM-1.6,"[COMPRAS] | CLORO GEL CIF 800 ML, TRADICIONAL | 3.0 x 1 UN $2390 Bruto/$2008.3333 Neto | RENDIC HERMANOS S.A.",5ec4a203fdd43a375b3583870f6c0e40c19dfe6a624f7bda4881b4bc2270410c
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00671,ADM-1.6,[COMPRAS] | PASTILLA P ESTANQUE SMART CLEAN 2X50 GR | 1.0 x 1 UN $2850 Bruto/$2395.0 Neto | RENDIC HERMANOS S.A.,e5b1eee5a2923114cf5b60db4962e6f82f8762594e7f5062bf673d1521ec4b04
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00673,ADM-1.6,[COMPRAS] | PANO MULTIUSO ULTRA VIRUTEX 3 UN | 4.0 x 1 UN $3690 Bruto/$3100.75 Neto | RENDIC HERMANOS S.A.,7a3d473dd3e0a0a88f902b2a5530b4634c8e031f1fd3e0962329a02b5825d518
ef9b4afcf55a100c4b6b02841f915ab15e9d5d8f535ac05d38e946b5726a652d,42,train,SA-00674,ADM-1.6,[COMPRAS] | PAPEL HIG ULTRA DH ELITE 40MTX18 | 2.0 x 1 UN $19290 Bruto/$16210.0 Neto | RENDIC HERMANOS S.A.,1c5a03f7b62dad42f1e85340b0bdddaa80e3e8d6723fb71fcec4a01a7dc56d47
