gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00986,EXP-11.4,EXP-11.4,EXP-11.4,silver_audit,model,review_required,low_confidence,True,True,0.21391046047210693,0.06877027451992035,COMPRAS,V-POWER Gasolina 97 octanos sp,IE Base: 418.5060 - IE Variable: 68.1328,INVERSIONES ENEX S.A.,False,EXP-11.4;EXP-9.1;ADM-1.4,[COMPRAS] | V-POWER Gasolina 97 octanos sp | IE Base: 418.5060 - IE Variable: 68.1328 | INVERSIONES ENEX S.A.,,review_required,low_confidence
SA-00309,EXP-11.5,EXP-11.5,EXP-11.5,silver_audit,model,review_required,weak_class,True,True,0.9565445184707642,0.9342290237545967,COMPRAS,CARGA GAS 15 KG,,RICARDO GERMAN OSWALD BUCHNER,False,EXP-11.5;ADM-1.4;EXP-16.2,[COMPRAS] | CARGA GAS 15 KG | RICARDO GERMAN OSWALD BUCHNER,,review_required,weak_class
SA-00315,EXP-11.5,EXP-11.5,EXP-11.5,silver_audit,model,review_required,weak_class,True,True,0.8691604137420654,0.7648070454597473,COMPRAS,BALON GAS DESECHABLE 190 GR PROVIDUS -@,BALON GAS DESECHABLE 190 GR PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,False,EXP-11.5;EXP-16.2;EXP-11.4,[COMPRAS] | BALON GAS DESECHABLE 190 GR PROVIDUS -@ | BALON GAS DESECHABLE 190 GR PROVIDUS -@ | DORIS IVONNE CASTILLO KANTER,,review_required,weak_class
SA-00009,EXP-12.2,EXP-12.2,EXP-12.2,silver_audit,model,review_required,low_confidence,True,True,0.496827095746994,0.3892221599817276,COMPRAS,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-12.2;EXP-8.2;EXP-8.4,[COMPRAS] | LEUCOSIS ELISA SUERO POOL 10 MUESTRAS | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,low_confidence
SA-00092,EXP-13.1,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,True,True,0.44111162424087524,0.33640725165605545,COMPRAS,ACEITE DE CADENA LTS,ACEITE DE CADENA LTS,LIDIA ANGELICA SANHUEZA FUENTES,False,EXP-13.1;EXP-2.2;EXP-16.2,[COMPRAS] | ACEITE DE CADENA LTS | ACEITE DE CADENA LTS | LIDIA ANGELICA SANHUEZA FUENTES,,review_required,low_confidence
SA-00102,EXP-13.1,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,True,True,0.2980475127696991,0.029521554708480835,COMPRAS,MANO DE OBRA SERVICIO TECNICO GILTRAP,MANO DE OBRA SERVICIO TECNICO GILTRAP,GALLAGHER CHILE SPA,False,EXP-13.1;EXP-14.4;EXP-14.2,[COMPRAS] | MANO DE OBRA SERVICIO TECNICO GILTRAP | MANO DE OBRA SERVICIO TECNICO GILTRAP | GALLAGHER CHILE SPA,,review_required,low_confidence
SA-00606,EXP-13.3,EXP-13.3,EXP-13.3,file_audit,model,review_required,low_confidence,True,True,0.3075883090496063,0.22273574024438858,COMPRAS,"SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL","A@SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL",DIFOR CHILE S.A.,False,EXP-13.3;EXP-1.1;EXP-14.4,"[COMPRAS] | SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL | A@SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL | DIFOR CHILE S.A.",,review_required,low_confidence
SA-00614,EXP-13.3,EXP-13.3,EXP-13.3,file_audit,model,review_required,low_confidence,True,True,0.3658064305782318,0.2770177945494652,COMPRAS,"SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR","A@SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR",DIFOR CHILE S.A.,False,EXP-13.3;EXP-1.1;EXP-4.2,"[COMPRAS] | SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR | A@SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR | DIFOR CHILE S.A.",,review_required,low_confidence
SA-00907,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,True,True,0.14115197956562042,0.02659572660923004,COMPRAS,Reparación camino vecinal,Con material integral y maquinaria.,TRANSPORTES G & G SPA,False,EXP-14.1;EXP-13.2;EXP-10.1,[COMPRAS] | Reparación camino vecinal | Con material integral y maquinaria. | TRANSPORTES G & G SPA,,review_required,low_confidence
SA-00915,EXP-14.1,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,True,True,0.6625652313232422,0.6056639440357685,COMPRAS,TRASLADO DE MATERIAL,DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM,TRANSPORTES PINILLA SPA,False,EXP-14.1;EXP-10.1;EXP-13.1,[COMPRAS] | TRASLADO DE MATERIAL | DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM | TRANSPORTES PINILLA SPA,,review_required,low_confidence
SA-00117,EXP-14.4,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,True,True,0.3542080819606781,0.12852327525615692,COMPRAS,TRASLADO EQUIPO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,False,EXP-14.4;EXP-10.1;EXP-14.1,[COMPRAS] | TRASLADO EQUIPO | MANTENCION INDUSTRIAL DEL SUR LIMITADA,,review_required,low_confidence
SA-00584,EXP-14.4,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,True,True,0.6929981708526611,0.6168751642107964,COMPRAS,ESM.AGUA SATIN BLANCO 1X5GL,,PINTURAS BARENDS SpA,False,EXP-14.4;EXP-16.2;ADM-1.6,[COMPRAS] | ESM.AGUA SATIN BLANCO 1X5GL | PINTURAS BARENDS SpA,,review_required,low_confidence
SA-00593,EXP-14.4,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,True,True,0.7465823888778687,0.7126399986445904,COMPRAS,Trabajos elctricos fundo,Maitn,ALBERTO JESUS LARA GUZMAN,False,EXP-14.4;EXP-9.2;EXP-10.4,[COMPRAS] | Trabajos elctricos fundo | Maitn | ALBERTO JESUS LARA GUZMAN,,review_required,low_confidence
MA-02966,EXP-15.2,EXP-15.2,EXP-15.2,manual_raw_starving_audit,model,review_required,weak_class,True,True,0.9203923344612122,0.9096865793690085,COMPRAS,PODOLOGÍA CLINICA BOVINA,Servicio realizado 25 abril 2025 por Roberto Molina,MOLINA MANNS SPA,False,EXP-15.2;EXP-10.1;EXP-11.3,[COMPRAS] | PODOLOGÍA CLINICA BOVINA | Servicio realizado 25 abril 2025 por Roberto Molina | MOLINA MANNS SPA,,review_required,weak_class
SA-00795,EXP-15.3,EXP-15.3,EXP-15.3,silver_audit,model,review_required,low_confidence,True,True,0.3908894658088684,0.07929784059524536,COMPRAS,Traslado de vacas desde,El Maitén a Feria Paillaco,JUAN ANGEL ANIBAL VERGARA OBANDO,False,EXP-15.3;EXP-10.2;EXP-15.2,[COMPRAS] | Traslado de vacas desde | El Maitén a Feria Paillaco | JUAN ANGEL ANIBAL VERGARA OBANDO,,review_required,low_confidence
SA-00572,EXP-15.4,EXP-15.4,EXP-15.4,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.44213372468948364,0.05624842643737793,COMPRAS,ARRIENDO EXCAVADORA,"3,9 HRS. x $50.000.-",JUAN ALBERTO MIRANDA REYES,False,EXP-15.4;EXP-14.1;ADM-1.3,"[COMPRAS] | ARRIENDO EXCAVADORA | 3,9 HRS. x $50.000.- | JUAN ALBERTO MIRANDA REYES",,review_required,low_confidence
SA-00558,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.926687479019165,0.900632843375206,COMPRAS,GUANTE CABRITILLA SIN FORRO TIPO A,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,False,EXP-16.1;EXP-16.2;EXP-11.5,[COMPRAS] | GUANTE CABRITILLA SIN FORRO TIPO A | COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
SA-00559,EXP-16.1,EXP-16.1,EXP-16.1,file_audit,model,review_required,client_examples_conflict_with_glove_taxonomy,True,True,0.7020117044448853,0.573993906378746,COMPRAS,Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u),,SOCIEDAD COMERCIAL SOFLO SPA,False,EXP-16.1;EXP-16.2;EXP-2.6,[COMPRAS] | Guante Ordea Nitrilo Soflo Bio Largo Talla L (Caja 100u) | SOCIEDAD COMERCIAL SOFLO SPA,client_examples_conflict_with_glove_taxonomy,review_required,client_examples_conflict_with_glove_taxonomy
MA-10118,EXP-4.1,EXP-4.1,EXP-4.1,manual_raw_starving_audit,model,review_required,low_confidence,True,True,0.7046675682067871,0.6377671360969543,COMPRAS,ADITIVO SILOSOLVE MC -ANASAC_100grs_____,ANASAC_100grs_____,FEROSOR AGRICOLA S.A.,False,EXP-4.1;EXP-4.2;EXP-5.4,[COMPRAS] | ADITIVO SILOSOLVE MC -ANASAC_100grs_____ | ANASAC_100grs_____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00889,EXP-4.1,EXP-4.1,EXP-4.1,silver_audit,model,review_required,low_confidence,True,True,0.6256793141365051,0.5481063798069954,COMPRAS,CULTIVO SILO RASTRA,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-4.1;EXP-5.4;EXP-14.4,[COMPRAS] | CULTIVO SILO RASTRA | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
RG-01057,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.462079793214798,0.11233484745025635,COMPRAS,Bolos demaihue,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | Bolos demaihue | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
RG-01060,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.6735338568687439,0.42584969103336334,COMPRAS,CONFECCIÃN BOLOS PRADERA,CONFECCIÃN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | CONFECCIÃN BOLOS PRADERA | CONFECCIÃN bolos 196 totales | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00500,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.5946781635284424,0.40488629043102264,COMPRAS,BOLOS SILO YUTRECO,Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-5.4;EXP-4.3,[COMPRAS] | BOLOS SILO YUTRECO | Bolos silo 50 bolos en 18 ha potreros 3.2.39.25: 3 bolos x Ha | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00503,EXP-4.2,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,True,True,0.7278238534927368,0.5424138009548187,COMPRAS,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-4.2;EXP-4.3;EXP-12.1,[COMPRAS] | Conf.. bolos tineo | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,low_confidence
SA-00767,EXP-4.2,EXP-4.2,EXP-4.2,manual_taxonomy_resolution,model,review_required,low_confidence,True,True,0.5284442901611328,0.21344393491744995,COMPRAS,BOLOS FUTRONO,Bolos futrono 149,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | BOLOS FUTRONO | Bolos futrono 149 | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
RG-01065,EXP-5.1,EXP-5.1,EXP-5.1,file_audit,model,review_required,weak_class,True,True,0.7316663861274719,0.5353685170412064,COMPRAS,MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ,,COMPAÃÃA AGROPECUARIA COPEVAL S.A.,False,EXP-5.1;EXP-5.3;EXP-6.1,[COMPRAS] | MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ | COMPAÃÃA AGROPECUARIA COPEVAL S.A.,,review_required,weak_class
SA-00403,EXP-6.2,EXP-6.2,EXP-6.2,file_audit,model,review_required,low_confidence,True,True,0.7291735410690308,0.6776004880666733,COMPRAS,SMARTBLUE X 25 KG,SMARTBLUE X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-6.2;EXP-5.3;EXP-5.5,[COMPRAS] | SMARTBLUE X 25 KG | SMARTBLUE X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00520,EXP-6.3,EXP-6.3,EXP-6.3,manual_taxonomy_resolution,model,review_required,weak_class,True,True,0.8427744507789612,0.8174119722098112,COMPRAS,Aplicacin de cal,,HECTOR ADRIAN VALENZUELA PAREDES,False,EXP-6.3;EXP-8.3;EXP-14.1,[COMPRAS] | Aplicacin de cal | HECTOR ADRIAN VALENZUELA PAREDES,,review_required,weak_class
SA-00775,EXP-6.5,EXP-6.5,EXP-6.5,silver_audit,model,review_required,low_confidence,True,True,0.7034289240837097,0.5877935364842415,COMPRAS,YUTRECO,APLICACION FERTILIZANTE VITRAMAC 200 HA,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-6.5;EXP-6.1;EXP-15.5,[COMPRAS] | YUTRECO | APLICACION FERTILIZANTE VITRAMAC 200 HA | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00858,EXP-7.0,EXP-7.0,EXP-7.0,silver_audit,model,review_required,low_confidence,True,True,0.1794600933790207,0.073606476187706,COMPRAS,SULFATO COBRE 1 KG. -____,____,FEROSOR AGRICOLA S.A.,False,EXP-7.0;EXP-2.4;EXP-10.1,[COMPRAS] | SULFATO COBRE 1 KG. -____ | ____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00342,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.6037206649780273,0.25405678153038025,COMPRAS,SEMILLA BALLICA COLUN 4X5 X 25 KG,SEMILLA BALLICA COLUN 4X5 AGRICOTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA COLUN 4X5 X 25 KG | SEMILLA BALLICA COLUN 4X5 AGRICOTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00352,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.47973862290382385,0.012837737798690796,COMPRAS,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00353,EXP-8.1,EXP-8.1,EXP-8.1,silver_audit,model,review_required,low_confidence,True,True,0.649553120136261,0.3562934398651123,COMPRAS,SEMILLA BALLICA TAMA CTE X 25 KG,SEMILLA BALLICA TAMA CTE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-8.1;EXP-8.2;EXP-8.4,[COMPRAS] | SEMILLA BALLICA TAMA CTE X 25 KG | SEMILLA BALLICA TAMA CTE | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,low_confidence
SA-00855,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.8395485281944275,0.7228693664073944,COMPRAS,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.1;EXP-11.2,[COMPRAS] | Electricidad consumida 6240 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00882,EXP-9.1,EXP-9.1,EXP-9.1,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,True,True,0.8471417427062988,0.7365697920322418,COMPRAS,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,False,EXP-9.1;EXP-11.1;EXP-11.2,[COMPRAS] | Electricidad consumida 7620 KwH | COOPERATIVA RURAL ELECT.R.BUENO LTDA.,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00391,EXP-9.2,EXP-9.2,EXP-9.2,silver_audit,model,review_required,low_confidence,True,True,0.25240013003349304,0.11513820290565491,COMPRAS,ASPERSOR METALICO 1 2 - EDR 116022 -@,ASPERSOR METALICO 1 2 - EDR 116022 -@,DORIS IVONNE CASTILLO KANTER,False,EXP-9.2;EXP-1.1;EXP-13.1,[COMPRAS] | ASPERSOR METALICO 1 2 - EDR 116022 -@ | ASPERSOR METALICO 1 2 - EDR 116022 -@ | DORIS IVONNE CASTILLO KANTER,,review_required,low_confidence
