row_id,input_id,source_file,period,folio,nro_lin_det,direction,invoice_date,document_type,provider_rut,provider_giro,item_text,description,provider,farm,meter_code,amount,unit_price,xml_document_kind,source,prediction,top1,margin,entropy,decision,reason,top3,model_prediction,model_top1,lookup_conflict,exact_known_truth,exact_known_consistent,risk_flags,evidence_tier,correction
77,COMPRAS|760726559|2391|1,DTE_033_000000002391_760726559.xml,2025-01,2391,1,COMPRAS,2025-01-31,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,PROGRAMA DE CONTROL DE ROEDORES CASA ADM HT6468.,H2 ASESORIAS Y SERVICIOS SPA,,,38000,38000.00,Documento,silver_audit_backfill,EXP-7.0,0.557981,0.372789,1.728366,auto_accept,,EXP-7.0:0.5580;EXP-9.2:0.1852;EXP-10.1:0.0425,EXP-7.0,0.557981,False,,,,silver_audit,recovered
99,COMPRAS|770691567|11578|1,DTE_033_000000011578_770691567.xml,2025-01,11578,1,COMPRAS,2025-01-03,33,770691567,VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUCCION,COPLA 32 MM HDPE,,TODO CONSTRUCCION SUR SPA,,,81900,5460.000000,Documento,silver_audit_backfill,EXP-14.3,0.532448,0.441287,2.028133,auto_accept,,EXP-14.3:0.5324;EXP-10.4:0.0912;EXP-8.4:0.0561,EXP-14.3,0.532448,False,,,,silver_audit,recovered
145,COMPRAS|771552897|56854|1,DTE_033_000000056854_771552897.xml,2025-01,56854,1,COMPRAS,2025-01-03,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3745960,284.000,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
146,COMPRAS|771552897|56855|1,DTE_033_000000056855_771552897.xml,2025-01,56855,1,COMPRAS,2025-01-07,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3771520,284.000,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
147,COMPRAS|771552897|57123|1,DTE_033_000000057123_771552897.xml,2025-01,57123,1,COMPRAS,2025-01-13,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3831160,284.000,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
148,COMPRAS|771552897|57362|1,DTE_033_000000057362_771552897.xml,2025-01,57362,1,COMPRAS,2025-01-21,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3862400,284.000,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
149,COMPRAS|771552897|57503|1,DTE_033_000000057503_771552897.xml,2025-01,57503,1,COMPRAS,2025-01-27,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3626680,284.000,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
153,COMPRAS|762599570|189892|1,DTE_033_000000189892_762599570.xml,2025-01,189892,1,COMPRAS,2025-01-14,33,762599570,SERVICENTRO,93 S/P,,ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,,,66389,825.27,Documento,client_evidence_backfill,ADM-1.4,0.746355,0.704891,1.381561,auto_accept,,ADM-1.4:0.7464;EXP-11.4:0.0415;EXP-10.1:0.0346,ADM-1.4,0.746355,False,,,,client_evidence,recovered
207,COMPRAS|66554732|206711|6,DTE_033_000000206711_66554732.xml,2025-01,206711,6,COMPRAS,2025-01-24,33,66554732,Ferretería,BALON GAS DESECHABLE 190 GR PROVIDUS -@,BALON GAS DESECHABLE 190 GR PROVIDUS -@,DORIS IVONNE CASTILLO KANTER,,96685810,9245,1849,Documento,silver_audit_backfill,EXP-11.5,0.86916,0.764807,0.537015,auto_accept,,EXP-11.5:0.8692;EXP-16.2:0.1044;EXP-11.4:0.0043,EXP-11.5,0.86916,False,,,,silver_audit,recovered
302,COMPRAS|969183005|551719|6,DTE_033_000000551719_969183005.xml,2025-01,551719,6,COMPRAS,2025-01-03,33,969183005,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",S-MD40 CUARTA MANTENCION,A@S-MD40 CUARTA MANTENCION,DIFOR CHILE S.A.,,,0,,Documento,client_evidence_backfill,EXP-13.3,0.909282,0.851664,0.467813,auto_accept,,EXP-13.3:0.9093;EXP-13.1:0.0576;EXP-10.1:0.0050,EXP-13.3,0.909282,False,,,,client_evidence,recovered
326,COMPRAS|990120005|622975|1,DTE_033_000000622975_990120005.xml,2025-01,622975,1,COMPRAS,2025-01-07,33,990120005,Seguros de Vida,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,,585889,,Documento,silver_audit_backfill,ADM-2.2,0.804647,0.722246,0.934617,auto_accept,,ADM-2.2:0.8046;ADM-1.4:0.0824;ADM-1.8:0.0247,ADM-2.2,0.804647,False,,,,silver_audit,recovered
358,COMPRAS|967754005|660820|1,DTE_033_000000660820_967754005.xml,2025-01,660820,1,COMPRAS,2025-01-24,33,967754005,Distribución de Insumos y Maquinaria Agrícola,FILM PARA BOLO WINPACK 750MM X 1500MT BLANCO,ROLLO 1500 MT|,Tattersall AgroInsumos S.A.,,C096685810,260000,65000.000000,Documento,silver_audit_backfill,EXP-4.3,0.795925,0.733427,1.074516,auto_accept,,EXP-4.3:0.7959;EXP-4.2:0.0625;EXP-1.1:0.0175,EXP-4.3,0.795925,False,,,,silver_audit,recovered
439,COMPRAS|97080000K|3173255|1,DTE_033_000003173255_97080000K.xml,2025-01,3173255,1,COMPRAS,2025-01-08,33,97080000K,BANCO COMERCIAL,Comisión por Nóminas en Línea CCA,,BANCO BICE,,,447401,447401,Documento,silver_audit_backfill,ADM-1.7,0.517366,0.394462,1.727873,auto_accept,,ADM-1.7:0.5174;EXP-15.1:0.1229;ADM-1.10:0.1009,ADM-1.7,0.517366,False,,,,silver_audit,recovered
488,COMPRAS|823926006|4860777|1,DTE_033_000004860777_823926006.xml,2025-01,4860777,1,COMPRAS,2025-01-15,33,823926006,"CRIA DE GANADO Y BOVINO, ESTACION SERV.",LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,0010042407,386100,3900,Documento,silver_audit_backfill,EXP-12.2,0.496826,0.389221,2.068154,auto_accept,,EXP-12.2:0.4968;EXP-8.2:0.1076;EXP-8.4:0.0700,EXP-12.2,0.496826,False,,,,silver_audit,recovered
494,COMPRAS|823926006|4864235|2,DTE_033_000004864235_823926006.xml,2025-01,4864235,2,COMPRAS,2025-01-20,33,823926006,"CRIA DE GANADO Y BOVINO, ESTACION SERV.",LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,0010042407,93600,3900,Documento,silver_audit_backfill,EXP-12.2,0.496826,0.389221,2.068154,auto_accept,,EXP-12.2:0.4968;EXP-8.2:0.1076;EXP-8.4:0.0700,EXP-12.2,0.496826,False,,,,silver_audit,recovered
496,COMPRAS|823926006|4864419|2,DTE_033_000004864419_823926006.xml,2025-01,4864419,2,COMPRAS,2025-01-20,33,823926006,"CRIA DE GANADO Y BOVINO, ESTACION SERV.",LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,0010042407,230100,3900,Documento,silver_audit_backfill,EXP-12.2,0.496826,0.389221,2.068154,auto_accept,,EXP-12.2:0.4968;EXP-8.2:0.1076;EXP-8.4:0.0700,EXP-12.2,0.496826,False,,,,silver_audit,recovered
498,COMPRAS|823926006|4868870|2,DTE_033_000004868870_823926006.xml,2025-01,4868870,2,COMPRAS,2025-01-27,33,823926006,"CRIA DE GANADO Y BOVINO, ESTACION SERV.",LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,0010042407,257400,3900,Documento,silver_audit_backfill,EXP-12.2,0.496826,0.389221,2.068154,auto_accept,,EXP-12.2:0.4968;EXP-8.2:0.1076;EXP-8.4:0.0700,EXP-12.2,0.496826,False,,,,silver_audit,recovered
531,COMPRAS|810941006|27783122|1,DTE_033_000027783122_810941006.xml,2025-01,27783122,1,COMPRAS,2025-01-02,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,47328,788.801500,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
533,COMPRAS|810941006|27783260|1,DTE_033_000027783260_810941006.xml,2025-01,27783260,1,COMPRAS,2025-01-06,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,15776,788.801500,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
535,COMPRAS|810941006|27783288|1,DTE_033_000027783288_810941006.xml,2025-01,27783288,1,COMPRAS,2025-01-06,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,47328,788.8,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
536,COMPRAS|810941006|27783412|1,DTE_033_000027783412_810941006.xml,2025-01,27783412,1,COMPRAS,2025-01-09,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,48004,800.0667,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
538,COMPRAS|810941006|27783697|1,DTE_033_000027783697_810941006.xml,2025-01,27783697,1,COMPRAS,2025-01-17,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,33333,833.337200,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
540,COMPRAS|810941006|27783757|1,DTE_033_000027783757_810941006.xml,2025-01,27783757,1,COMPRAS,2025-01-20,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 24274{Impuesto variable combustible: -2535,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,50000,833.337200,Documento,client_evidence_backfill,EXP-11.4,0.532089,0.154393,1.130639,auto_accept,,EXP-11.4:0.5321;ADM-1.4:0.3777;EXP-11.5:0.0242,EXP-11.4,0.532089,False,,,,client_evidence,recovered
541,COMPRAS|810941006|27783762|1,DTE_033_000027783762_810941006.xml,2025-01,27783762,1,COMPRAS,2025-01-20,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,50000,833.337200,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
544,COMPRAS|810941006|27783884|1,DTE_033_000027783884_810941006.xml,2025-01,27783884,1,COMPRAS,2025-01-23,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 46526{Impuesto variable combustible: -6795,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,97655,849.171200,Documento,client_evidence_backfill,EXP-11.4,0.5207,0.129374,1.124762,auto_accept,,EXP-11.4:0.5207;ADM-1.4:0.3913;EXP-11.5:0.0227,EXP-11.4,0.5207,False,,,,client_evidence,recovered
545,COMPRAS|810941006|27783937|1,DTE_033_000027783937_810941006.xml,2025-01,27783937,1,COMPRAS,2025-01-24,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 24274{Impuesto variable combustible: -3545,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,50950,849.171200,Documento,client_evidence_backfill,EXP-11.4,0.544162,0.176559,1.119554,auto_accept,,EXP-11.4:0.5442;ADM-1.4:0.3676;EXP-11.5:0.0236,EXP-11.4,0.544162,False,,,,client_evidence,recovered
546,COMPRAS|810941006|27783947|1,DTE_033_000027783947_810941006.xml,2025-01,27783947,1,COMPRAS,2025-01-24,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,16983,849.171200,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
548,COMPRAS|810941006|27785510|1,DTE_033_000027785510_810941006.xml,2025-01,27785510,1,COMPRAS,2025-01-03,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 12137{Impuesto variable combustible: -1117,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,23664,788.801500,Documento,client_evidence_backfill,EXP-11.4,0.538497,0.163645,1.11707,auto_accept,,EXP-11.4:0.5385;ADM-1.4:0.3749;EXP-11.5:0.0217,EXP-11.4,0.538497,False,,,,client_evidence,recovered
549,COMPRAS|810941006|27785578|1,DTE_033_000027785578_810941006.xml,2025-01,27785578,1,COMPRAS,2025-01-08,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,23664,788.8,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
550,COMPRAS|810941006|27785847|1,DTE_033_000027785847_810941006.xml,2025-01,27785847,1,COMPRAS,2025-01-27,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 12542{Impuesto variable combustible: -1832,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,26324,849.171200,Documento,client_evidence_backfill,EXP-11.4,0.554762,0.194308,1.104533,auto_accept,,EXP-11.4:0.5548;ADM-1.4:0.3605;EXP-11.5:0.0228,EXP-11.4,0.554762,False,,,,client_evidence,recovered
551,COMPRAS|810941006|27785925|1,DTE_033_000027785925_810941006.xml,2025-01,27785925,1,COMPRAS,2025-01-31,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 27106{Impuesto variable combustible: -1520,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,56421,842.108300,Documento,client_evidence_backfill,EXP-11.4,0.54805,0.179605,1.1008,auto_accept,,EXP-11.4:0.5481;ADM-1.4:0.3684;EXP-11.5:0.0218,EXP-11.4,0.54805,False,,,,client_evidence,recovered
584,COMPRAS|810941006|28124565|1,DTE_033_000028124565_810941006.xml,2025-01,28124565,1,COMPRAS,2025-01-06,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 27916{Impuesto variable combustible: -2570,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,54427,788.801500,Documento,client_evidence_backfill,EXP-11.4,0.549313,0.184022,1.106782,auto_accept,,EXP-11.4:0.5493;ADM-1.4:0.3653;EXP-11.5:0.0224,EXP-11.4,0.549313,False,,,,client_evidence,recovered
587,COMPRAS|810941006|28124572|1,DTE_033_000028124572_810941006.xml,2025-01,28124572,1,COMPRAS,2025-01-06,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 12137{Impuesto variable combustible: -1117,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,23664,788.801500,Documento,client_evidence_backfill,EXP-11.4,0.538497,0.163645,1.11707,auto_accept,,EXP-11.4:0.5385;ADM-1.4:0.3749;EXP-11.5:0.0217,EXP-11.4,0.538497,False,,,,client_evidence,recovered
588,COMPRAS|810941006|28124685|1,DTE_033_000028124685_810941006.xml,2025-01,28124685,1,COMPRAS,2025-01-09,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,32977,824.425,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
589,COMPRAS|810941006|28124686|1,DTE_033_000028124686_810941006.xml,2025-01,28124686,1,COMPRAS,2025-01-09,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,39573,824.4375,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
591,COMPRAS|810941006|28124894|1,DTE_033_000028124894_810941006.xml,2025-01,28124894,1,COMPRAS,2025-01-17,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 32366{Impuesto variable combustible: -3380,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,66667,833.337200,Documento,client_evidence_backfill,EXP-11.4,0.54097,0.167877,1.114469,auto_accept,,EXP-11.4:0.5410;ADM-1.4:0.3731;EXP-11.5:0.0229,EXP-11.4,0.54097,False,,,,client_evidence,recovered
